,family,given,suffix,particle,dropping_particle,nick,appellation,title,canonical_string_collector_parsed,occurrenceID_collectors_count,occurrenceID_collectors_firstsample,old_index,namematch_source_data,namematch_resource_data,namematch_similarity
16979,Segura Zubizaretta,A.,,,,,,,"Segura Zubizaretta, A.",2,http://id.snsb.info/snsb/collection/458941/559640/237790,14361.0,"Segura Zubizaretta, A.","Zubizarreta, A.S.",0.579
18630,Timothée,J.,,,,,,,"Timothée, J.",6,https://herbarium.bgbm.org/object/B100263098,15708.0,"Timothée, J.","Lamothe, A.",0.579
18996,Ukmar,J.,,,,,,,"Ukmar, J.",1,https://herbarium.bgbm.org/object/B100151925,16001.0,"Ukmar, J.","Hamar, J.",0.579
20362,Wristler,,,,,,,,Wristler,1,https://herbarium.bgbm.org/object/B100605528,17187.0,Wristler,"Whistler, A.",0.579
24,Abenhausen,H.H.,,,,,,,"Abenhausen, H.H.",2,https://herbarium.bgbm.org/object/B180005984,16.0,"Abenhausen, H.H.","Tiesenhausen, E.",0.578
1356,Berghofer,M.,,,,,,,"Berghofer, M.",155,https://herbarium.bgbm.org/object/B100628681,1121.0,"Berghofer, M.","Könighofer, H.",0.578
1844,Boom,R.M.,,,,,,,"Boom, R.M.",1,https://herbarium.bgbm.org/object/B180003937,1534.0,"Boom, R.M.","Boom, B.M.",0.578
3832,Darius,F.,,,,,,,"Darius, F.",1,https://herbarium.bgbm.org/object/B100477241,3231.0,"Darius, F.","Acharius, E.",0.578
4050,Diané,N.,,,,,,,"Diané, N.",9,http://id.snsb.info/snsb/collection/462689/563847/241529,3414.0,"Diané, N.","Diana, S.",0.578
4070,Diego Vargas,L.,,,,,,,"Diego Vargas, L.",789,https://herbarium.bgbm.org/object/B100459210,3434.0,"Diego Vargas, L.","Vargas, C.",0.578
5238,Fischer-Sigwart,H.,,,,,,,"Fischer-Sigwart, H.",3,https://herbarium.bgbm.org/object/B100526411,4409.0,"Fischer-Sigwart, H.","Fischer, S.",0.578
5551,Fritzsche,F.,,,,,,,"Fritzsche, F.",72,https://dr.jacq.org/DR000371,4688.0,"Fritzsche, F.","Zetzsche, H.",0.578
5819,García Muñoz,B.,,,,,,,"García Muñoz, B.",1,https://herbarium.bgbm.org/object/B100455039,4910.0,"García Muñoz, B.","Muñoz, J.",0.578
6239,Golbek,A.K.,,,,,,,"Golbek, A.K.",2,http://id.snsb.info/snsb/collection/462720/563878/241560,5265.0,"Golbek, A.K.",Golberg,0.578
7097,Harig,A.,,,,,,,"Harig, A.",1,https://herbarium.bgbm.org/object/B100089681,6005.0,"Harig, A.","Bierig, A.",0.578
7847,Hoffstein,C.G.,,,,,,,"Hoffstein, C.G.",2,https://je.jacq.org/JE04003251,6663.0,"Hoffstein, C.G.","Hoffstad, E.",0.578
8777,Jouvence,,,,,,,,Jouvence,1,https://herbarium.bgbm.org/object/B100057758,7452.0,Jouvence,"Jouvenaz, D.P.",0.578
8890,Kaessner,L.C.T.,,,,,,,"Kaessner, L.C.T.",14,https://herbarium.bgbm.org/object/B100153693,7550.0,"Kaessner, L.C.T.","Graessner, R.",0.578
9256,Kinder,,,,,,,,Kinder,1,https://herbarium.bgbm.org/object/B200009299,7827.0,Kinder,"Linder, R.",0.578
9649,Kočev,H.,,,,,,,"Kočev, H.",1,https://herbarium.bgbm.org/object/B100271791,8146.0,"Kočev, H.","Koeva, J.",0.578
9663,Kraenzle,J.,,,,,,,"Kraenzle, J.",3,http://id.snsb.info/snsb/collection/491018/603254/272902,8159.0,"Kraenzle, J.","Kraenzlin, F.W.L.",0.578
221,Lönnbohm,Oskar Anders Ferdinand,,,,,,,"Lönnbohm, Oskar Anders Ferdinand",2,https://dr.jacq.org/DR059798,221.0,"Lönnbohm, Oskar Anders Ferdinand","Lönnbohm, O A F",0.578
14566,Preuße,,,,,,,,Preuße,6,https://je.jacq.org/JE00029605,12303.0,Preuße,"Breuer, I.",0.578
14843,Rafael,R.,,,,,,,"Rafael, R.",1,https://dr.jacq.org/DR058699,12523.0,"Rafael, R.","Raffaelli, M.",0.578
17660,Spekmoser,,,,,,,,Spekmoser,1,https://herbarium.bgbm.org/object/B100526389,14916.0,Spekmoser,"Speckmoser, U.",0.578
18727,Torres Rojas,R.,,,,,,,"Torres Rojas, R.",6,https://je.jacq.org/JE04005948,15778.0,"Torres Rojas, R.","Rojas, J.",0.578
19175,Vasak,V.,,,,,,,"Vasak, V.",3,https://herbarium.bgbm.org/object/B100430312,16151.0,"Vasak, V.","Basak, M.",0.578
19937,Werrenstein,,,,,,,,Werrenstein,1,https://herbarium.bgbm.org/object/B100365972,16818.0,Werrenstein,"Horenstein, E.A.",0.578
385,Amini Rad,M.,,,,,,,"Amini Rad, M.",5,https://herbarium.bgbm.org/object/B100523409,304.0,"Amini Rad, M.","Amini, L.",0.577
684,Asef,M.R.,,,,,,,"Asef, M.R.",2,https://herbarium.bgbm.org/object/B600175479,552.0,"Asef, M.R.","Sosef, M.S.M.",0.577
2723,Campos Porto,P.,,,,,,,"Campos Porto, P.",1,https://herbarium.bgbm.org/object/B101068779,2293.0,"Campos Porto, P.","Campos, M.M.",0.577
2758,Cantillano,E.,,,,,,,"Cantillano, E.",3,https://herbarium.bgbm.org/object/B101144351,2324.0,"Cantillano, E.","Cantino, E.C.",0.577
6118,Gillardin,J.,,,,,,,"Gillardin, J.",1,https://herbarium.bgbm.org/object/B100165033,5159.0,"Gillardin, J.","Hardin, J.W.",0.577
6559,Grondahl,C.F.,,,,,,,"Grondahl, C.F.",1,https://herbarium.bgbm.org/object/B200130232a,5551.0,"Grondahl, C.F.","Rosendahl, C.O.",0.577
7644,Hetzel,G.,,,,,,,"Hetzel, G.",1,https://herbarium.bgbm.org/object/B100379396,6483.0,"Hetzel, G.","Wetzel, W.",0.577
8177,Husein,A.,,,,,,,"Husein, A.",1,https://herbarium.bgbm.org/object/B100844039,6948.0,"Husein, A.","Hussein, M.M.A.",0.577
8224,Häckler,K.,,,,,,,"Häckler, K.",4,https://je.jacq.org/JE04009066,6987.0,"Häckler, K.","Gauckler, K.",0.577
8568,Janßen,T.,,,,,,,"Janßen, T.",372,https://herbarium.bgbm.org/object/B100480618,7271.0,"Janßen, T.","Manen, J.",0.577
9275,Kinn,M.,,,,,,,"Kinn, M.",1,https://herbarium.bgbm.org/object/B200090874,7844.0,"Kinn, M.","Linn, M.B.",0.577
9359,Klene,H.,,,,,,,"Klene, H.",3,https://herbarium.bgbm.org/object/B101015377,7912.0,"Klene, H.","Klenert, W.",0.577
11159,Löding,,,,,,,,Löding,1,https://dr.jacq.org/DR047820,9423.0,Löding,"Lüdi, W.",0.577
12699,Märter,F.J.,,,,,,,"Märter, F.J.",1,http://id.snsb.info/snsb/collection/488995/601231/270879,10731.0,"Märter, F.J.","Maerter, F.J.",0.577
14589,Prinke,E.,,,,,,,"Prinke, E.",2,https://herbarium.bgbm.org/object/B700003952,12324.0,"Prinke, E.","Linke, A.",0.577
17143,Shabane,R.,,,,,,,"Shabane, R.",1,https://herbarium.bgbm.org/object/B100168452,14497.0,"Shabane, R.","Shabana, Y.M.",0.577
19757,Wawra,H.,,,,,,,"Wawra, H.",8,http://id.snsb.info/snsb/collection/16090/24833/15910,16651.0,"Wawra, H.","Wawrik, F.",0.577
20684,Zinke,,,,,,,,Zinke,1,https://herbarium.bgbm.org/object/B101024431,17449.0,Zinke,"Zink, M.J.",0.577
1000,Barnieske,F.,,,,,,,"Barnieske, F.",416,https://herbarium.bgbm.org/object/B100463826,812.0,"Barnieske, F.","Barniske, A.-.",0.576
1538,Bildt,C.A.,,,,,,,"Bildt, C.A.",1,https://herbarium.bgbm.org/object/B100296959,1279.0,"Bildt, C.A.","Wildt, A.",0.576
4865,Escolán,A.,,,,,,,"Escolán, A.",40,https://herbarium.bgbm.org/object/B100043220,4094.0,"Escolán, A.","Lincoln, A.W.",0.576
4908,Estrelles,E.,,,,,,,"Estrelles, E.",1,https://herbarium.bgbm.org/object/B100326742,4125.0,"Estrelles, E.","Estrella, M.d.l.",0.576
5049,Fecha,,,,,,,,Fecha,1,https://herbarium.bgbm.org/object/B180012661,4236.0,Fecha,"Fechser, H.",0.576
6762,Gutérrez,D.B.,,,,,,,"Gutérrez, D.B.",21,https://herbarium.bgbm.org/object/B101112294,5713.0,"Gutérrez, D.B.","Gutiérrez, D.G.",0.576
7759,Hinteregger,,,,,,,,Hinteregger,1,https://herbarium.bgbm.org/object/B100607929,6588.0,Hinteregger,"Aregger, J.",0.576
10226,Lannes,J.,,,,,,,"Lannes, J.",1,https://herbarium.bgbm.org/object/B100461966,8635.0,"Lannes, J.","Lanne, C.",0.576
10776,Lira,E.,,,,,,,"Lira, E.",4,https://herbarium.bgbm.org/object/B100375232,9108.0,"Lira, E.","Lira, C.R.S.d.",0.576
11407,Manganelli,E.,,,,,,,"Manganelli, E.",1,https://herbarium.bgbm.org/object/B101167432,9624.0,"Manganelli, E.","Mangan, A.",0.576
11565,Martinasso,B.,,,,,,,"Martinasso, B.",2,https://herbarium.bgbm.org/object/B100517367,9764.0,"Martinasso, B.","Martin, É.(.",0.576
13608,Palkowa,A.,,,,,,,"Palkowa, A.",2,https://herbarium.bgbm.org/object/B100051063,11478.0,"Palkowa, A.","Kowalkowska, A.",0.576
14001,Pes,,,,,,,,Pes,1,https://herbarium.bgbm.org/object/B180015188,11813.0,Pes,"Pesson, P.",0.576
14474,Potonic,H.,,,,,,,"Potonic, H.",1,https://herbarium.bgbm.org/object/B100197820,12226.0,"Potonic, H.","Potonié, R.",0.576
14817,Rabitsch,K.,,,,,,,"Rabitsch, K.",8,https://dr.jacq.org/DR065978,12506.0,"Rabitsch, K.","Fritsch, K.",0.576
14880,Ramirez,S.,,,,,,,"Ramirez, S.",5,https://herbarium.bgbm.org/object/B100375231,12552.0,"Ramirez, S.","Ramirez-Prado, J.H.",0.576
15952,Rössler,,,,,,,,Rössler,1,https://dr.jacq.org/DR065279,13489.0,Rössler,"Issler, É.",0.576
17569,Sonderegger,W.,,,,,,,"Sonderegger, W.",33,https://herbarium.bgbm.org/object/B101015172,14844.0,"Sonderegger, W.","Aregger, J.",0.576
18402,Teilane,E.,,,,,,,"Teilane, E.",1,https://herbarium.bgbm.org/object/B100003535,15530.0,"Teilane, E.","Poilane, E.",0.576
18582,Théveneau,,,,,,,,Théveneau,1,https://herbarium.bgbm.org/object/B200107257,15673.0,Théveneau,"Thévenard, G.",0.576
19970,Wettestein,,,,,,,,Wettestein,1,https://herbarium.bgbm.org/object/B100477530,16849.0,Wettestein,"Wettstein, H.",0.576
19979,Whang,K.K.,,,,,,,"Whang, K.K.",4,https://herbarium.bgbm.org/object/B200089144,16857.0,"Whang, K.K.","Chang, K.",0.576
395,Xu,Honggui,,,,,,,"Xu, Honggui",1,https://herbarium.bgbm.org/object/BGT0002482,395.0,"Xu, Honggui","Yu, Hong",0.576
840,Bahah,S.O.,,,,,,,"Bahah, S.O.",887,https://herbarium.bgbm.org/object/B100132337,670.0,"Bahah, S.O.","Shah, S.A.",0.575
1273,Beltran,H.,,,,,,,"Beltran, H.",3,https://herbarium.bgbm.org/object/B100018442,1042.0,"Beltran, H.","Beltrán, E.",0.575
2137,Brenes,A.M.,,,,,,,"Brenes, A.M.",3,https://herbarium.bgbm.org/object/B100249411,1792.0,"Brenes, A.M.","Jones, A.M.",0.575
3923,Deissel,,,,,,,,Deissel,1,https://herbarium.bgbm.org/object/B100394312,3312.0,Deissel,"Preissel, H.",0.575
4770,Engelberg,,,,,,,,Engelberg,1,https://herbarium.bgbm.org/object/B100525932,4014.0,Engelberg,"Segelberg, I.",0.575
4914,Ettel,O.,,,,,,,"Ettel, O.",1,https://herbarium.bgbm.org/object/B100384041,4130.0,"Ettel, O.","Etter, J.",0.575
6054,Gharemani,F.,,,,,,,"Gharemani, F.",1,http://id.snsb.info/snsb/collection/469309/575612/248261,5106.0,"Gharemani, F.","Ghahremani, M.A.",0.575
7045,Hanoy,A.J.,,,,,,,"Hanoy, A.J.",1,https://herbarium.bgbm.org/object/B101210784,5956.0,"Hanoy, A.J.","Roy, A.J.",0.575
7734,Hilleström,A.,,,,,,,"Hilleström, A.",1,https://herbarium.bgbm.org/object/B101137423,6565.0,"Hilleström, A.","Strøm, A.",0.575
8798,Juliet,C.,,,,,,,"Juliet, C.",2,https://je.jacq.org/JE00004951,7470.0,"Juliet, C.","Julien, A.C.",0.575
10172,Landauer,R.,,,,,,,"Landauer, R.",2,http://id.snsb.info/snsb/collection/512682/635142/292247,8589.0,"Landauer, R.","Lindauer, V.W.",0.575
10206,Lange-Freiber,E.,,,,,,,"Lange-Freiber, E.",1,https://dr.jacq.org/DR047682,8617.0,"Lange-Freiber, E.","Lange, F.",0.575
10533,Lero,F.,,,,,,,"Lero, F.",4,https://herbarium.bgbm.org/object/B100740163,8895.0,"Lero, F.","Otero, F.",0.575
10637,Liebenow,,,,,,,,Liebenow,1,https://herbarium.bgbm.org/object/B100068992,8988.0,Liebenow,"Liebe, T.",0.575
11170,Löschke,,,,,,,,Löschke,4,https://dr.jacq.org/DR019092,9431.0,Löschke,"Lösch, R.",0.575
12119,Mez,O.,,,,,,,"Mez, O.",1,https://herbarium.bgbm.org/object/B100217617,10235.0,"Mez, O.","Mez, C.C.",0.575
13130,Noguchi,A.,,,,,,,"Noguchi, A.",7,https://je.jacq.org/JE04009719,11089.0,"Noguchi, A.","Setoguchi, H.",0.575
14293,Plettke,F.,,,,,,,"Plettke, F.",6,https://dr.jacq.org/DR048395,12071.0,"Plettke, F.","Dettke, G.A.",0.575
17009,Seisenberger,B.,,,,,,,"Seisenberger, B.",1,https://herbarium.bgbm.org/object/B101142188,14388.0,"Seisenberger, B.","Münzenberger, B.",0.575
17099,Serova,E.,,,,,,,"Serova, E.",1,https://herbarium.bgbm.org/object/B100263463,14464.0,"Serova, E.","Minderova, E.V.",0.575
17388,Skrenberger,J.,,,,,,,"Skrenberger, J.",1,https://herbarium.bgbm.org/object/B100605536,14685.0,"Skrenberger, J.","Schönenberger, J.",0.575
17730,Staehle,,,,,,,,Staehle,1,https://herbarium.bgbm.org/object/B200172631,14977.0,Staehle,"Kaehler, M.",0.575
18458,Th.,W.,,,,,,,"Th., W.",1,https://herbarium.bgbm.org/object/B100474915,15567.0,"Th., W.","Rich, W.",0.575
18823,Trippner,J.,,,,,,,"Trippner, J.",7,http://id.snsb.info/snsb/collection/458992/559691/237841,15862.0,"Trippner, J.","Höppner, H.",0.575
20260,Woermann,G.,,,,,,,"Woermann, G.",1,https://herbarium.bgbm.org/object/B180018849,17109.0,"Woermann, G.","Germann, G.A.",0.575
131,Aguilera,E.,,,,,,,"Aguilera, E.",4,https://herbarium.bgbm.org/object/B101049833,101.0,"Aguilera, E.","Aguilella, A.",0.574
2513,Bârsan,,,,,,,,Bârsan,1,https://herbarium.bgbm.org/object/B180021018,2123.0,Bârsan,"Barsanti, L.",0.574
2541,Bîrsan,,,,,,,,Bîrsan,1,https://herbarium.bgbm.org/object/B100342943,2144.0,Bîrsan,"Barsanti, L.",0.574
3139,Cherney,T.,,,,,,,"Cherney, T.",1,https://herbarium.bgbm.org/object/B600054945,2642.0,"Cherney, T.","Marney, T.S.",0.574
3824,Danzig,,,,,,,,Danzig,20,https://dr.jacq.org/DR015180,3224.0,Danzig,"Zwanziger, I.",0.574
4169,Doellinger,F.,,,,,,,"Doellinger, F.",5,http://id.snsb.info/snsb/collection/515193/638326/294930,3516.0,"Doellinger, F.","Hellinger, E.",0.574
5550,Fritzsche,B.,,,,,,,"Fritzsche, B.",8,http://id.snsb.info/snsb/collection/17137/25916/16957,4687.0,"Fritzsche, B.","Zetzsche, H.",0.574
116,Gast,Gröger,,,,,,,"Gast, Gröger",60,https://herbarium.bgbm.org/object/B101228017,116.0,"Gast, Gröger","Gröger, A",0.574
6844,Gürich,G.,,,,,,,"Gürich, G.",27,https://herbarium.bgbm.org/object/B100153675,5778.0,"Gürich, G.","Feurich, G.",0.574
8938,Kamen,R.,,,,,,,"Kamen, R.",2,https://herbarium.bgbm.org/object/B100598890,7586.0,"Kamen, R.","Kamelin, R.",0.574
11654,Massetti,,,,,,,,Massetti,1,https://herbarium.bgbm.org/object/B100169842,9843.0,Massetti,"Rossetti, C.",0.574
12855,Natte,E.,,,,,,,"Natte, E.",4,https://herbarium.bgbm.org/object/B100740163,10855.0,"Natte, E.","Natterer, J.",0.574
15115,Reim,C.,,,,,,,"Reim, C.",1,https://dr.jacq.org/DR045019,12757.0,"Reim, C.","Kim, C.",0.574
15381,Ritland,R.,,,,,,,"Ritland, R.",1,https://herbarium.bgbm.org/object/B100001837,12983.0,"Ritland, R.","Maitland, T.D.",0.574
17001,Seifert,,,,,,,,Seifert,1,https://dr.jacq.org/DR063959,14380.0,Seifert,"Pfeifer, E.",0.574
389,Willdenow,Herb,,,,,,,"Willdenow, Herb",14,https://herbarium.bgbm.org/object/BW06321030,389.0,"Willdenow, Herb","Willdenow, Carl Ludwig",0.574
2799,Cario,R.,,,,,,,"Cario, R.",40,https://herbarium.bgbm.org/object/B200123228,2354.0,"Cario, R.","Carion, J.É.",0.573
6028,Gerstenlauer,J.,,,,,,,"Gerstenlauer, J.",1,https://je.jacq.org/JE00012919,5087.0,"Gerstenlauer, J.","Gerstlauer, L.",0.573
6426,Grand,Le,,,,,,,"Grand, Le",2,https://herbarium.bgbm.org/object/B101154642,5434.0,"Grand, Le","Durand, L.",0.573
6625,Grünberg,H.,,,,,,,"Grünberg, H.",5,https://je.jacq.org/JE06003304,5606.0,"Grünberg, H.","Sternberg, C.M.",0.573
6877,Hadji,M.S.,,Kiah bin,,,,,"Hadji, M.S.",1,https://herbarium.bgbm.org/object/B100296023,5805.0,"Hadji, M.S.","Nadji, A.R.",0.573
7971,Honig,,,,,,,,Honig,2,http://id.snsb.info/snsb/collection/518739/642000/300308,6778.0,Honig,"Honigmann, H.L.",0.573
8314,Id,C.E.O.,,,,,,,"Id, C.E.O.",2,https://herbarium.bgbm.org/object/B100184951,7060.0,"Id, C.E.O.","Jensen, C.E.O.",0.573
8672,Jiménez Munuera,F. de P.,,,,,,,"Jiménez Munuera, F. de P.",1,https://je.jacq.org/JE00011599,7357.0,"Jiménez Munuera, F. de P.","Munuera, F.d.P.J.",0.573
8768,Josef,,,,,,,,Josef,1,https://dr.jacq.org/DR073481,7445.0,Josef,"Jose, S.",0.573
8819,Junk,K.,,,,,,,"Junk, K.",1,https://dr.jacq.org/DR000856,7490.0,"Junk, K.","Dunk, K.v.d.",0.573
8971,Kara-Murza,E.,,,,,,,"Kara-Murza, E.",1,https://je.jacq.org/JE00012973,7611.0,"Kara-Murza, E.","Kara-Mursa, E.N.",0.573
9257,Kinder,A.,,,,,,,"Kinder, A.",2,https://herbarium.bgbm.org/object/B200038977,7828.0,"Kinder, A.","Linder, R.",0.573
9653,Krabler,P.,,,,,,,"Krabler, P.",8,https://herbarium.bgbm.org/object/B101008477,8149.0,"Krabler, P.","Gabler, J.",0.573
9838,Ku,C.M.,,,,,,,"Ku, C.M.",1,https://je.jacq.org/JE04009967,8309.0,"Ku, C.M.","Kuş, S.",0.573
10305,Lawrance,,,,,,,,Lawrance,1,https://herbarium.bgbm.org/object/B100188033,8701.0,Lawrance,"Lawrence, J.",0.573
10434,Leippert,H.,,,,,,,"Leippert, H.",7,http://id.snsb.info/snsb/collection/17666/26445/17486,8813.0,"Leippert, H.","Lippert, C.",0.573
11687,Matinetz,,,,,,,,Matinetz,1,https://herbarium.bgbm.org/object/B100384554,9872.0,Matinetz,"Matin, F.",0.573
12618,Munoz Garmendia,F.,,,,,,,"Munoz Garmendia, F.",11,https://herbarium.bgbm.org/object/B100006301,10663.0,"Munoz Garmendia, F.","Garmendia, F.L.H.y.",0.573
268,Orbigny,ACVDd',,,,,,,"Orbigny, ACVDd'",10,https://herbarium.bgbm.org/object/B200097228,268.0,"Orbigny, ACVDd'","d'Orbigny, Charles",0.573
13890,Peipers,A.W.,,,,,,,"Peipers, A.W.",1,https://herbarium.bgbm.org/object/B100365795,11721.0,"Peipers, A.W.","Leiper, G.",0.573
15065,Reger,P.,,,,,,,"Reger, P.",10,https://herbarium.bgbm.org/object/B100762718,12710.0,"Reger, P.","Regel, R.",0.573
16099,Sanane,M.,,,,,,,"Sanane, M.",7,http://id.snsb.info/snsb/collection/17797/26576/17617,13608.0,"Sanane, M.","Fennane, M.",0.573
16661,Schreiter,,,,,,,,Schreiter,1,https://herbarium.bgbm.org/object/B100184953,14076.0,Schreiter,"Schreiner, J.",0.573
17340,Sinkovic,,,,,,,,Sinkovic,1,https://herbarium.bgbm.org/object/B100508545,14652.0,Sinkovic,"Sinkova, G.M.",0.573
20013,Wiebes,J.T.,,,,,,,"Wiebes, J.T.",1,https://herbarium.bgbm.org/object/B100160428,16886.0,"Wiebes, J.T.","Friebes, G.",0.573
20186,Windel,E.,,,,,,,"Windel, E.",1,https://dr.jacq.org/DR059157,17042.0,"Windel, E.","Windels, C.E.",0.573
343,Alvares Pereira,M.,,,,,,,"Alvares Pereira, M.",1,https://herbarium.bgbm.org/object/B100603637,270.0,"Alvares Pereira, M.","Pereira, M.J.",0.572
833,Bagge,,,,,,,,Bagge,1,https://herbarium.bgbm.org/object/B101068203,665.0,Bagge,"Bagg, H.M.",0.572
943,Barabaş,N.,,,,,,,"Barabaş, N.",2,https://herbarium.bgbm.org/object/B100217139,760.0,"Barabaş, N.","Traba, J.M.",0.572
1456,Besser,R.,,,,,,,"Besser, R.",2,https://dr.jacq.org/DR055345,1211.0,"Besser, R.","Besser, W.S.J.G.v.",0.572
1558,Bin Nasser,A.F.,,,,,,,"Bin Nasser, A.F.",2,https://herbarium.bgbm.org/object/B100459080,1296.0,"Bin Nasser, A.F.","Nasser, M.",0.572
1702,Bochkin,V.,,,,,,,"Bochkin, V.",2,https://herbarium.bgbm.org/object/B100272805,1412.0,"Bochkin, V.","Krassochkin, V.T.",0.572
3401,Combelles,K.,,,,,,,"Combelles, K.",1,https://je.jacq.org/JE00015122,2865.0,"Combelles, K.","Combes, R.",0.572
4344,Duchassaing,E.P.,,,,,,,"Duchassaing, E.P.",3,https://herbarium.bgbm.org/object/B200175797,3661.0,"Duchassaing, E.P.","Chassain, M.",0.572
5124,Fernández Casas,J. Nava,,,,,,,"Fernández Casas, J. Nava",1,https://herbarium.bgbm.org/object/B100595243,4303.0,"Fernández Casas, J. Nava","Fernández, C.F.",0.572
5380,Forsskåhl,P.,,,,,,,"Forsskåhl, P.",12,http://id.snsb.info/snsb/collection/16388/25131/16208,4532.0,"Forsskåhl, P.","Forsskål, P.",0.572
6893,Haering,,,,,,,,Haering,1,https://herbarium.bgbm.org/object/B180007243,5818.0,Haering,"Haerinasab, M.",0.572
10642,Liebold,,,,,,,,Liebold,1,https://dr.jacq.org/DR046112,8993.0,Liebold,"Siebold, P.F.v.",0.572
10850,Loewenberg,H.,,,,,,,"Loewenberg, H.",8,https://herbarium.bgbm.org/object/B101015389,9170.0,"Loewenberg, H.","Loewenbaum, M.E.",0.572
11404,Mandoux,,,,,,,,Mandoux,1,https://herbarium.bgbm.org/object/B100068436,9621.0,Mandoux,"Hendoux, F.",0.572
11816,McCarter,P.S.,,,,,,,"McCarter, P.S.",1,https://herbarium.bgbm.org/object/B180010589,9979.0,"McCarter, P.S.","McCarten, N.F.",0.572
12689,Myndel-Pedersen,T.,,,,,,,"Myndel-Pedersen, T.",5,https://herbarium.bgbm.org/object/B100261985,10723.0,"Myndel-Pedersen, T.","Pedersen, T.A.",0.572
13083,Nikolskii,W.W.,,,,,,,"Nikolskii, W.W.",1,https://herbarium.bgbm.org/object/B100093432,11050.0,"Nikolskii, W.W.","Nikolsky, A.",0.572
13985,Persich,W.A.,,,,,,,"Persich, W.A.",1,https://herbarium.bgbm.org/object/B100295438,11797.0,"Persich, W.A.","Genersich, S.",0.572
14544,Prelinger,M.,,,,,,,"Prelinger, M.",9,https://herbarium.bgbm.org/object/B100484119,12283.0,"Prelinger, M.","Singer, M.",0.572
19020,Umbach,M.U.,,,,,,,"Umbach, M.U.",1,https://dr.jacq.org/DR050661,16022.0,"Umbach, M.U.","Rombach, M.C.",0.572
19940,Wesenberg,,,,,,,,Wesenberg,1,https://herbarium.bgbm.org/object/B100141966,16821.0,Wesenberg,"Rosenberg, J.",0.572
20363,Wrobel,M.,,,,,,,"Wrobel, M.",1,https://herbarium.bgbm.org/object/B700001879,17188.0,"Wrobel, M.","Strobel, G.",0.572
272,Alfaro Gonzalez,A.,,,,,,,"Alfaro Gonzalez, A.",2,https://herbarium.bgbm.org/object/B200067890,211.0,"Alfaro Gonzalez, A.","Gonzalez, E.C.",0.571
530,Apostolopoulos,E.,,,,,,,"Apostolopoulos, E.",2,https://herbarium.bgbm.org/object/B101169342,424.0,"Apostolopoulos, E.","Agelopoulos, J.",0.571
1429,Bertho,M.,,,,,,,"Bertho, M.",1,https://herbarium.bgbm.org/object/B300231279,1187.0,"Bertho, M.","Berthold, G.",0.571
2509,Báez,P.,,,,,,,"Báez, P.",1,https://herbarium.bgbm.org/object/B100189712,2119.0,"Báez, P.","Báez, C.G.",0.571
2792,Carette,E.,,,,,,,"Carette, E.",1,https://je.jacq.org/JE00021000,2347.0,"Carette, E.","Caretta, G.",0.571
3262,Cinger,N.,,,,,,,"Cinger, N.",1,http://id.snsb.info/snsb/collection/455560/556088/235040,2745.0,"Cinger, N.","Tsinger, N.",0.571
4799,Erb,B.,,,,,,,"Erb, B.",1,https://herbarium.bgbm.org/object/B700010284,4035.0,"Erb, B.","Erb, R.W.",0.571
5330,Follmann-Schrag,I.-A.,,,,,,,"Follmann-Schrag, I.-A.",5,https://herbarium.bgbm.org/object/B600128928,4490.0,"Follmann-Schrag, I.-A.","Follmann, G.",0.571
6283,Gonder,,,,,,,,Gonder,1,https://herbarium.bgbm.org/object/B100268880,5305.0,Gonder,"Sonder, M.",0.571
6835,Güney,K.,,,,,,,"Güney, K.",1,https://herbarium.bgbm.org/object/B100365673,5769.0,"Güney, K.","Güner, İ.",0.571
7438,Henck,C.,,,,,,,"Henck, C.",4,https://herbarium.bgbm.org/object/B700005048,6302.0,"Henck, C.","Henckel, A.",0.571
7524,Heringer Salles,A.E.,,,,,,,"Heringer Salles, A.E.",4,https://herbarium.bgbm.org/object/B100001902,6377.0,"Heringer Salles, A.E.","Heringer, E.",0.571
9032,Kassim,N.,,,,,,,"Kassim, N.",3,https://herbarium.bgbm.org/object/B100191483,7652.0,"Kassim, N.","Kasim, D.",0.571
9718,Krauß,G.,,,,,,,"Krauß, G.",1,https://herbarium.bgbm.org/object/B100460341,8209.0,"Krauß, G.","Conrau, G.",0.571
13140,Nolasco,G.,,,,,,,"Nolasco, G.",86,https://herbarium.bgbm.org/object/B100043815,11093.0,"Nolasco, G.","Velasco, M.",0.571
13580,Paessler,,,,,,,,Paessler,1,https://herbarium.bgbm.org/object/B200152021,11458.0,Paessler,"Hessler, K.",0.571
15321,Riehe,,,,,,,,Riehe,9,https://herbarium.bgbm.org/object/B200037684,12932.0,Riehe,"Siehe, W.",0.571
16263,Sbordoni,V.,,,,,,,"Sbordoni, V.",2,https://herbarium.bgbm.org/object/B101042642,13749.0,"Sbordoni, V.","Cardoni, P.",0.571
16277,Schaberg,F.,,,,,,,"Schaberg, F.",2,https://dr.jacq.org/DR047462,13759.0,"Schaberg, F.","Schabel, A.",0.571
20592,Zenteno,F.,,,,,,,"Zenteno, F.",2,https://herbarium.bgbm.org/object/B100516771,17370.0,"Zenteno, F.","Zenteno-Ruíz, F.S.",0.571
495,Anselm,N.,,,,,,,"Anselm, N.",1,https://herbarium.bgbm.org/object/B101209975,396.0,"Anselm, N.","Ansel, M.",0.57
