,family,given,suffix,particle,dropping_particle,nick,appellation,title,canonical_string_collector_parsed,occurrenceID_collectors_count,occurrenceID_collectors_firstsample,old_index,namematch_source_data,namematch_resource_data,namematch_similarity
20385,Wurtz,,,,,,,,Wurtz,1,https://herbarium.bgbm.org/object/B100384057,17207.0,Wurtz,"Wurth, T.",0.588
20527,Zange,R.,,,,,,,"Zange, R.",1,https://herbarium.bgbm.org/object/B100003598,17319.0,"Zange, R.","Lange, R.T.",0.588
1256,Beling,,,,,,,,Beling,2,https://dr.jacq.org/DR023116,1025.0,Beling,"Belling, J.",0.587
1448,Bertschinger,A.,,,,,,,"Bertschinger, A.",2,https://herbarium.bgbm.org/object/B100157169,1204.0,"Bertschinger, A.","Bertsch, K.",0.587
1956,Botteri,M.,,,,,,,"Botteri, M.",12,https://herbarium.bgbm.org/object/B200163819,1632.0,"Botteri, M.","Botteron, G.",0.587
2106,Breda,P.A.B.,,,,,,,"Breda, P.A.B.",1,https://herbarium.bgbm.org/object/B100153225,1764.0,"Breda, P.A.B.","Mered'a, P.",0.587
2756,Canseco-Tarifa,A.D.,,,,,,,"Canseco-Tarifa, A.D.",2,https://herbarium.bgbm.org/object/B600168867,2322.0,"Canseco-Tarifa, A.D.","Tarifa, R.",0.587
3916,Dehning,C.,,,,,,,"Dehning, C.",2,https://herbarium.bgbm.org/object/B100003624,3307.0,"Dehning, C.","Behning, A.L.",0.587
4420,Durieu,,,,,,,,Durieu,5,https://dr.jacq.org/DR045396,3730.0,Durieu,"Durie, E.B.",0.587
4802,Erben-Haves,C.,,,,,,,"Erben-Haves, C.",1,https://herbarium.bgbm.org/object/B101225023,4038.0,"Erben-Haves, C.","Erben, M.",0.587
6266,Golvan,Y.J.,,,,,,,"Golvan, Y.J.",2,http://id.snsb.info/snsb/collection/469505/575808/248457,5290.0,"Golvan, Y.J.","Wan, Y.J.",0.587
8453,Jacobovitch,E.,,,,,,,"Jacobovitch, E.",1,https://dr.jacq.org/DR049862,7171.0,"Jacobovitch, E.","Jacobovics, A.",0.587
8603,Jeanette,,,,,,,,Jeanette,47,https://herbarium.bgbm.org/object/B100018855,7297.0,Jeanette,"Jean, R.",0.587
9639,Kowalwski,I.,,,,,,,"Kowalwski, I.",6,https://herbarium.bgbm.org/object/B180017940,8137.0,"Kowalwski, I.","Kowalski, K.",0.587
194,Krebs,Otto,,,,,,,"Krebs, Otto",1,https://dr.jacq.org/DR047845,194.0,"Krebs, Otto","Krebs, Gerald",0.587
11042,Lullwitz,,,,,,,,Lullwitz,1,https://dr.jacq.org/DR045375,9328.0,Lullwitz,"Dallwitz, M.J.",0.587
11157,Löbnitz,G.,,,,,,,"Löbnitz, G.",2,https://herbarium.bgbm.org/object/B101038629,9421.0,"Löbnitz, G.","Wagenitz, G.",0.587
14164,Picón Nava,G.,,,,,,,"Picón Nava, G.",1,https://herbarium.bgbm.org/object/B100184816,11962.0,"Picón Nava, G.","Picón, R.M.",0.587
14638,Puccioni,N.,,,,,,,"Puccioni, N.",1,https://herbarium.bgbm.org/object/B100168849,12360.0,"Puccioni, N.","Maccioni, S.",0.587
15622,Romi,,,,,,,,Romi,4,https://herbarium.bgbm.org/object/B180016746,13207.0,Romi,"Rominger, J.M.",0.587
17516,Sohrs,,,,,,,,Sohrs,1,https://dr.jacq.org/DR066243,14799.0,Sohrs,"Cohrs, A.",0.587
18598,Tiehm,A.,,,,,,,"Tiehm, A.",11,https://herbarium.bgbm.org/object/B100279108,15682.0,"Tiehm, A.","Brehm, A.",0.587
20059,Wiesenthal,P.,,,,,,,"Wiesenthal, P.",1,https://herbarium.bgbm.org/object/B180009700,16925.0,"Wiesenthal, P.","Rosenthal, K.",0.587
20367,Wuestman,B.,,,,,,,"Wuestman, B.",1,https://herbarium.bgbm.org/object/B700005738,17191.0,"Wuestman, B.","Westman, L.",0.587
623,Arnim,,,,,,,,Arnim,3,https://herbarium.bgbm.org/object/BW07694010,499.0,Arnim,"Čarni, A.",0.586
2565,Böker,H.,,,,,,,"Böker, H.",1,https://je.jacq.org/JE04007558,2166.0,"Böker, H.","Wiker, H.",0.586
3400,Comaneci,E.,,,,,,,"Comaneci, E.",1,https://herbarium.bgbm.org/object/B100201429,2864.0,"Comaneci, E.","Şiraneci, S.",0.586
4171,Doering,,,,,,,,Doering,1,http://id.snsb.info/snsb/collection/489708/601944/271592,3518.0,Doering,"Goering, A.",0.586
124,Gonzáles,Géigel,,,,,,,"Gonzáles, Géigel",2,https://herbarium.bgbm.org/object/B100089418,124.0,"Gonzáles, Géigel","Gonzáles, Paúl",0.586
6698,Gulledge,K.,,,,,,,"Gulledge, K.",4,https://herbarium.bgbm.org/object/B100326803,5660.0,"Gulledge, K.","Colledge, W.R.",0.586
8269,Hößl,R.,,,,,,,"Hößl, R.",19,https://herbarium.bgbm.org/object/B100413740,7022.0,"Hößl, R.","Pal, R.",0.586
8856,Jährig,M.,,,,,,,"Jährig, M.",10,https://herbarium.bgbm.org/object/B101015482,7522.0,"Jährig, M.","Mohrig, W.",0.586
11669,Matarczyk,J.A.,,,,,,,"Matarczyk, J.A.",1,https://herbarium.bgbm.org/object/B100199368,9855.0,"Matarczyk, J.A.","Bodziarczyk, J.",0.586
12715,Möhler,H.,,,,,,,"Möhler, H.",61,https://herbarium.bgbm.org/object/B100553392,10742.0,"Möhler, H.","Mühlethaler, F.",0.586
14049,Petronelli,P.,,,,,,,"Petronelli, P.",2,https://herbarium.bgbm.org/object/B100071160,11857.0,"Petronelli, P.","Petroselli, M.",0.586
14208,Pimentel Baez,J.D.,,,,,,,"Pimentel Baez, J.D.",2,https://herbarium.bgbm.org/object/B100088610,11999.0,"Pimentel Baez, J.D.","Pimentel, R.B.",0.586
15000,Raynal-Roques,A.,,,,,,,"Raynal-Roques, A.",2,https://herbarium.bgbm.org/object/B100076671,12656.0,"Raynal-Roques, A.","Raynal, J.",0.586
16485,Schlimme,,,,,,,,Schlimme,1,https://herbarium.bgbm.org/object/B700002429,13929.0,Schlimme,"Schlim, L.J.",0.586
18071,Stürenburg,R.,,,,,,,"Stürenburg, R.",1,https://je.jacq.org/JE00016872,15275.0,"Stürenburg, R.","Spierenburg, H.",0.586
19718,Warnecke,,,,,,,,Warnecke,1,https://dr.jacq.org/DR058631,16616.0,Warnecke,"Bernecker, A.",0.586
20777,Özbay,,,,,,,,Özbay,5,https://herbarium.bgbm.org/object/B180020223,17527.0,Özbay,Debay,0.586
2478,Bussler,,,,,,,,Bussler,4,https://herbarium.bgbm.org/object/B101001298,2094.0,Bussler,"Issler, É.",0.585
3165,Chinchilla Rivera,F.,,,,,,,"Chinchilla Rivera, F.",1,https://herbarium.bgbm.org/object/B100036507,2662.0,"Chinchilla Rivera, F.","Chinchilla, I.F.",0.585
3199,Chota,M.,,,,,,,"Chota, M.",1,https://herbarium.bgbm.org/object/B100157468,2692.0,"Chota, M.","Mota, M.",0.585
3739,Cârlan,V.,,,,,,,"Cârlan, V.",1,https://herbarium.bgbm.org/object/B100629894,3158.0,"Cârlan, V.","Harlan, J.",0.585
3795,Damaux,,,,,,,,Damaux,1,https://herbarium.bgbm.org/object/B180009721,3200.0,Damaux,Remaux,0.585
4364,Duffour,Ch,,,,,,,"Duffour, Ch",1,https://je.jacq.org/JE00025578,3680.0,"Duffour, Ch","Dufour, A.",0.585
4638,Ehrenstein,D.,,,,,,,"Ehrenstein, D.",1,http://id.snsb.info/snsb/collection/25175/33953/24739,3911.0,"Ehrenstein, D.","Horenstein, E.A.",0.585
4739,Emrich,C.,,,,,,,"Emrich, C.",3,https://herbarium.bgbm.org/object/B100239698,3989.0,"Emrich, C.","Helmrich, C.",0.585
6082,Gibot,A.,,,,,,,"Gibot, A.",1,https://herbarium.bgbm.org/object/B180002794,5130.0,"Gibot, A.","Cibot, P.",0.585
7353,Hein,S.M.A.,,,,,,,"Hein, S.M.A.",1,https://herbarium.bgbm.org/object/B100269178,6227.0,"Hein, S.M.A.","Lin, S.M.",0.585
8247,Höhne,H.,,,,,,,"Höhne, H.",4,https://herbarium.bgbm.org/object/B700004490,7006.0,"Höhne, H.","Schöne, H.",0.585
8763,Jorgensen,L.B.,,,,,,,"Jorgensen, L.B.",3,https://herbarium.bgbm.org/object/B100076098,7440.0,"Jorgensen, L.B.","Borgen, L.",0.585
11033,Luiz López.,H.,,,,,,,"Luiz López., H.",1,http://id.snsb.info/snsb/collection/504557/625862/283518,9322.0,"Luiz López., H.","Gómez-López, A.",0.585
11856,Mechow,A. von,,,,,,,"Mechow, A. von",60,http://id.snsb.info/snsb/collection/16162/24905/15982,10014.0,"Mechow, A. von","Mechow, F.W.A.v.",0.585
12887,Ndue,H.,,,,,,,"Ndue, H.",1,https://herbarium.bgbm.org/object/B101104860,10885.0,"Ndue, H.","Sundue, M.",0.585
13709,Paris,E.G.,,,,,,,"Paris, E.G.",10,https://herbarium.bgbm.org/object/B310403014,11566.0,"Paris, E.G.","Paris, C.A.",0.585
15250,Riazi,M.,,,,,,,"Riazi, M.",3,http://id.snsb.info/snsb/collection/468849/575152/247801,12872.0,"Riazi, M.","Riaz, S.",0.585
15591,Rolfes,H.,,,,,,,"Rolfes, H.",5,https://je.jacq.org/JE04005282,13178.0,"Rolfes, H.","Rolfe, R.",0.585
16255,Savleda,R.P.,,,,,,,"Savleda, R.P.",1,https://herbarium.bgbm.org/object/B101001780,13742.0,"Savleda, R.P.","Sauleda, R.P.",0.585
16922,Schürmann,,,,,,,,Schürmann,1,https://dr.jacq.org/DR046458,14312.0,Schürmann,"Gehrmann, K.",0.585
20058,Wiesenthal,F.,,,,,,,"Wiesenthal, F.",1,https://herbarium.bgbm.org/object/B100279280,16924.0,"Wiesenthal, F.","Rosenthal, K.",0.585
152,Ahrenberger,J.,,,,,,,"Ahrenberger, J.",3,https://herbarium.bgbm.org/object/B100384134,120.0,"Ahrenberger, J.","Schönenberger, J.",0.584
172,Ajmi,S. Gardner,,,,,,,"Ajmi, S. Gardner",1,https://herbarium.bgbm.org/object/B100174430,135.0,"Ajmi, S. Gardner","Gardner, G.",0.584
927,Bandra,,,,,,,,Bandra,2,https://herbarium.bgbm.org/object/B100057440,747.0,Bandra,"Chandra, A.",0.584
1752,Bohman,G.,,,,,,,"Bohman, G.",2,https://herbarium.bgbm.org/object/B101141921,1451.0,"Bohman, G.","Grohmann, G.",0.584
1805,Bon,H.F.,,,,,,,"Bon, H.F.",6,http://id.snsb.info/snsb/collection/652201/708916/357867,1500.0,"Bon, H.F.","Bonorden, H.F.",0.584
3431,Conrick,P.E.,,,,,,,"Conrick, P.E.",1,http://id.snsb.info/snsb/collection/667910/726520/374183,2894.0,"Conrick, P.E.","Kenrick, P.",0.584
3665,Culberton,J.D.,,,,,,,"Culberton, J.D.",1,https://herbarium.bgbm.org/object/B200143181,3097.0,"Culberton, J.D.","Culberson, C.F.",0.584
3902,Degen,A. von,,,,,,,"Degen, A. von",2,https://dr.jacq.org/DR051414,3297.0,"Degen, A. von","Degen, R.",0.584
5560,Froes,R.,,,,,,,"Froes, R.",1,https://herbarium.bgbm.org/object/B100185337,4696.0,"Froes, R.","Froeschner, R.",0.584
6193,Gnertzow,,,,,,,,Gnertzow,1,https://herbarium.bgbm.org/object/B100086462,5230.0,Gnertzow,"Güner, İ.",0.584
6355,Gorcke,,,,,,,,Gorcke,3,https://herbarium.bgbm.org/object/B180013704,5372.0,Gorcke,"Torckell, A.",0.584
6899,Hafström,A.,,,,,,,"Hafström, A.",1,https://herbarium.bgbm.org/object/B100293649,5824.0,"Hafström, A.","Hafsten, U.",0.584
9730,Kreeger,,,,,,,,Kreeger,1,https://herbarium.bgbm.org/object/B180015178,8219.0,Kreeger,"Seeger, R.",0.584
10712,Lindenthal,,,,,,,,Lindenthal,2,https://dr.jacq.org/DR022994,9050.0,Lindenthal,"Linden, S.",0.584
11111,Lécart,T.,,,,,,,"Lécart, T.",1,http://id.snsb.info/snsb/collection/667963/726573/374236,9380.0,"Lécart, T.","Hart, T.S.",0.584
11974,Mendez,,,,,,,,Mendez,1,https://herbarium.bgbm.org/object/B100037723,10106.0,Mendez,"Mendel, G.",0.584
13654,Paniagua,M.D.,,,,,,,"Paniagua, M.D.",1,https://herbarium.bgbm.org/object/B101049750,11518.0,"Paniagua, M.D.","Paniagua-Zambrana, N.Y.",0.584
14877,Ramirez,C.,,,,,,,"Ramirez, C.",20,https://herbarium.bgbm.org/object/B100033988,12549.0,"Ramirez, C.","Ramirez-Prado, J.H.",0.584
15592,Rolfes,L.,,,,,,,"Rolfes, L.",6,https://je.jacq.org/JE04005280,13179.0,"Rolfes, L.","Rolfe, R.",0.584
15997,Safer,J.,,,,,,,"Safer, J.",1,https://herbarium.bgbm.org/object/B100068364,13525.0,"Safer, J.","Shafer, J.A.",0.584
316,Alonzo,C.C.,,,,,,,"Alonzo, C.C.",1,https://herbarium.bgbm.org/object/B100164783,249.0,"Alonzo, C.C.","D'Alonzo, F.",0.583
431,Andia,F.,,,,,,,"Andia, F.",1,https://herbarium.bgbm.org/object/B100711191,342.0,"Andia, F.","Arandia, M.",0.583
506,Antonelli,A.,,,,,,,"Antonelli, A.",39,https://herbarium.bgbm.org/object/B101139016,406.0,"Antonelli, A.","Bonelli, G.",0.583
1161,Bañares,A.,,,,,,,"Bañares, A.",3,https://herbarium.bgbm.org/object/B100107801,945.0,"Bañares, A.","Bačar, R.",0.583
1272,Belotte,W.,,,,,,,"Belotte, W.",2,https://herbarium.bgbm.org/object/B100272731,1041.0,"Belotte, W.","Kotte, W.",0.583
2199,Brody,,,,,,,,Brody,6,https://herbarium.bgbm.org/object/B100384103,1847.0,Brody,"Brody, G.A.O.S.",0.583
12909,Negrillo,A.M.,,,,,,,"Negrillo, A.M.",1,https://herbarium.bgbm.org/object/B100354759,10906.0,"Negrillo, A.M.","Negri, G.",0.583
14702,Pérez Raya,F.,,,,,,,"Pérez Raya, F.",1,https://herbarium.bgbm.org/object/B100264914,12416.0,"Pérez Raya, F.","Pérez-Ramírez, L.",0.583
16072,Salère,,,,,,,,Salère,1,https://herbarium.bgbm.org/object/B100263048,13587.0,Salère,"Lawalrée, A.",0.583
17391,Skånberg,,,,,,,,Skånberg,2,https://dr.jacq.org/DR064182,14688.0,Skånberg,"Winberg, M.",0.583
19698,Wankow,J.W.,,,,,,,"Wankow, J.W.",2,https://dr.jacq.org/DR074054,16598.0,"Wankow, J.W.","Wankow, I.W.",0.583
19957,Westersheim,R.,,Wettstein von,,,,,"Westersheim, R.",10,http://id.snsb.info/snsb/collection/18331/27110/18151,16836.0,"Westersheim, R.","Igersheim, A.",0.583
20651,Zierold,A.,,,,,,,"Zierold, A.",1,https://herbarium.bgbm.org/object/B101206046,17421.0,"Zierold, A.","Herold, F.",0.583
875,Balao Robles,F.,,,,,,,"Balao Robles, F.",1,https://dr.jacq.org/DR055639,701.0,"Balao Robles, F.","Robles, E.",0.582
1475,Beutler,D.,,,,,,,"Beutler, D.",2,https://herbarium.bgbm.org/object/B700003383,1229.0,"Beutler, D.","Butler, D.W.",0.582
1800,Boman,E.,,,,,,,"Boman, E.",2,https://dr.jacq.org/DR056123,1495.0,"Boman, E.","Bomans, H.E.",0.582
2738,Canchi,E.,,,,,,,"Canchi, E.",1,https://herbarium.bgbm.org/object/B100711095,2308.0,"Canchi, E.","Franchi, P.",0.582
5321,Foermer,R.,,,,,,,"Foermer, R.",1,https://herbarium.bgbm.org/object/B100167862,4482.0,"Foermer, R.","Stoermer, E.",0.582
7541,Hernadez,M.,,,,,,,"Hernadez, M.",1,https://herbarium.bgbm.org/object/B180021495,6392.0,"Hernadez, M.","Hernandez, J.",0.582
7673,Heynemann,G.,,,,,,,"Heynemann, G.",2,https://herbarium.bgbm.org/object/B100020440,6511.0,"Heynemann, G.","Linnemann, G.",0.582
8048,Hottenroth,J.,,,,,,,"Hottenroth, J.",2,https://dr.jacq.org/DR011595,6847.0,"Hottenroth, J.","Enroth, J.",0.582
8778,Jovan,S.,,,,,,,"Jovan, S.",1,https://herbarium.bgbm.org/object/B600325529,7453.0,"Jovan, S.","Jovanović, P.",0.582
9408,Kmet,A.,,,,,,,"Kmet, A.",29,https://je.jacq.org/JE00025552,7947.0,"Kmet, A.","Kmet'ová, E.",0.582
9411,Knabe,C.A.,,,,,,,"Knabe, C.A.",6,https://dr.jacq.org/DR059016,7949.0,"Knabe, C.A.","Knaben, N.",0.582
10161,Lampert,A.,,,,,,,"Lampert, A.",62,https://dr.jacq.org/DR058040,8581.0,"Lampert, A.","Lampe, L.",0.582
10351,Lebau,,,,,,,,Lebau,1,https://herbarium.bgbm.org/object/B180020450,8742.0,Lebau,"Lebas, E.",0.582
11421,Manissadjian,J.J.,,,,,,,"Manissadjian, J.J.",25,https://je.jacq.org/JE00015641,9634.0,"Manissadjian, J.J.","Manissadijan, J.J.",0.582
11453,Marat,,,,,,,,Marat,1,https://herbarium.bgbm.org/object/B100847404,9661.0,Marat,"Maratti, J.F.",0.582
12281,Moggi Cecchi,V.,,,,,,,"Moggi Cecchi, V.",2,https://herbarium.bgbm.org/object/B101042651,10374.0,"Moggi Cecchi, V.","Cecchi, L.",0.582
14521,Prasse,R.,,,,,,,"Prasse, R.",126,https://herbarium.bgbm.org/object/B100553107,12266.0,"Prasse, R.","Darasse, H.",0.582
15644,Rosa,F. La,,,,,,,"Rosa, F. La",1,https://herbarium.bgbm.org/object/B100217549,13226.0,"Rosa, F. La","Rosa, K.",0.582
388,Wilfredo,José,,,,,,,"Wilfredo, José",1,https://herbarium.bgbm.org/object/B100763943,388.0,"Wilfredo, José","Caro, José Alfredo",0.582
992,Barmin,A.,,,,,,,"Barmin, A.",1,http://id.snsb.info/snsb/collection/463093/564251/241933,804.0,"Barmin, A.","Warming, E.",0.581
2243,Bruckmüller,,,,,,,,Bruckmüller,1,https://herbarium.bgbm.org/object/B200124163,1888.0,Bruckmüller,"Brockmüller, H.J.H.",0.581
2539,Béques,E.,,,,,,,"Béques, E.",1,https://herbarium.bgbm.org/object/B100240290,2143.0,"Béques, E.","Jacques, E.d.L.",0.581
2739,Canchi,F.,,,,,,,"Canchi, F.",1,https://herbarium.bgbm.org/object/B100473513,2309.0,"Canchi, F.","Franchi, P.",0.581
140,Hausmann,Baron,,,,,,,"Hausmann, Baron",2,https://herbarium.bgbm.org/object/B100629881,140.0,"Hausmann, Baron","Hausmann, Franz von",0.581
8060,How,,,,,,,,How,5,https://herbarium.bgbm.org/object/B100184001,6856.0,How,"How, W.",0.581
8380,Ináyal,,,,,,,,Ináyal,1,https://herbarium.bgbm.org/object/B100249655,7111.0,Ináyal,"Sanyal, S.K.",0.581
8601,Jayet,B.,,,,,,,"Jayet, B.",1,https://je.jacq.org/JE00019841,7295.0,"Jayet, B.","Mayet, V.",0.581
10330,Le Testu,G.,,,,,,,"Le Testu, G.",5,http://id.snsb.info/snsb/collection/19130/27909/18950,8724.0,"Le Testu, G.","Testu, G.M.P.C.L.",0.581
10524,Leras,,,,,,,,Leras,1,https://je.jacq.org/JE00002631,8887.0,Leras,"Leray, C.",0.581
11863,Medina Domingo,L.,,,,,,,"Medina Domingo, L.",1,https://herbarium.bgbm.org/object/B101034155,10018.0,"Medina Domingo, L.","Domingo, S.S.",0.581
271,Ostermaier,Josef,,,,,,,"Ostermaier, Josef",4,https://dr.jacq.org/DR031601,271.0,"Ostermaier, Josef","Westermaier, Max",0.581
14656,Pulger,J.,,,,,,,"Pulger, J.",2,https://herbarium.bgbm.org/object/B100540080,12374.0,"Pulger, J.","Boulger, G.S.",0.581
15746,Rottensteiner,M.,,,,,,,"Rottensteiner, M.",16,https://herbarium.bgbm.org/object/B101139615,13311.0,"Rottensteiner, M.","Engensteiner, S.",0.581
15962,Rüffer,,,,,,,,Rüffer,1,https://dr.jacq.org/DR059740,13496.0,Rüffer,"Haffer, J.",0.581
18340,Tarrieu,,,,,,,,Tarrieu,1,https://herbarium.bgbm.org/object/B100244954,15481.0,Tarrieu,Derrieu,0.581
18434,Termé,F.,,,,,,,"Termé, F.",3,https://herbarium.bgbm.org/object/B100365492,15550.0,"Termé, F.","Harm, F.",0.581
18660,Tobar,M.,,,,,,,"Tobar, M.",6,https://herbarium.bgbm.org/object/B101134009,15726.0,"Tobar, M.","Escobar, M.",0.581
18950,Tén,S.,,,,,,,"Tén, S.",2,https://herbarium.bgbm.org/object/B100278770,15961.0,"Tén, S.","Lin, S.",0.581
663,Arva,I.,,,,,,,"Arva, I.",1,https://dr.jacq.org/DR053081,537.0,"Arva, I.","Arvat, A.",0.58
60,Colenso,RevW,,,,,,,"Colenso, RevW",4,https://je.jacq.org/JE04005246,60.0,"Colenso, RevW","Colenso, William",0.58
62,Costa,Monteiro,,da,,,,,"Costa, Monteiro",1,https://herbarium.bgbm.org/object/B100002263,62.0,"Costa, Monteiro","Monteiro, Honória da Costa",0.58
3742,Cöster,,,,,,,,Cöster,1,https://herbarium.bgbm.org/object/B180016817,3161.0,Cöster,"Ester, A.",0.58
4519,Dürbye,T.,,,,,,,"Dürbye, T.",3601,https://herbarium.bgbm.org/object/B100080892,3807.0,"Dürbye, T.","Hørbye, J.C.",0.58
5069,Feichtinger,A. von Baranganadard,,,,,,,"Feichtinger, A. von Baranganadard",16,https://herbarium.bgbm.org/object/B101034968,4254.0,"Feichtinger, A. von Baranganadard","Feichtinger, A.v.B.",0.58
6279,Gomolitzky,P.,,,,,,,"Gomolitzky, P.",5,http://id.snsb.info/snsb/collection/189790/220368/172158,5302.0,"Gomolitzky, P.","Netolitzky, F.",0.58
6434,Granitov,H.,,,,,,,"Granitov, H.",5,http://id.snsb.info/snsb/collection/468972/575275/247924,5442.0,"Granitov, H.","Granito, V.M.",0.58
6541,Grijs,C.F.M.,,,,,,,"Grijs, C.F.M.",1,https://herbarium.bgbm.org/object/B200098819,5536.0,"Grijs, C.F.M.","Parijs, J.P.",0.58
6853,Haan,G.A.L.,,,,,,,"Haan, G.A.L.",1,https://herbarium.bgbm.org/object/B100244797,5786.0,"Haan, G.A.L.","Haan, M.d.",0.58
6894,Haertel,A.,,,,,,,"Haertel, A.",2,https://dr.jacq.org/DR031920,5819.0,"Haertel, A.","Martel, A.",0.58
7801,Hochst,C.,,,,,,,"Hochst, C.",1,https://dr.jacq.org/DR046953,6620.0,"Hochst, C.","Hochstetter, F.v.",0.58
7942,Holtz,W.,,,,,,,"Holtz, W.",6,https://je.jacq.org/JE00019453,6749.0,"Holtz, W.","Koltz, J.",0.58
8336,Iliadou,E.,,,,,,,"Iliadou, E.",22,https://herbarium.bgbm.org/object/B101145856,7078.0,"Iliadou, E.","Stamatiadou, E.",0.58
8599,Jayasinghe,P.,,,,,,,"Jayasinghe, P.",2,https://herbarium.bgbm.org/object/B100294220,7293.0,"Jayasinghe, P.","Amarasinghe, P.R.",0.58
8895,Kairba,,,,,,,,Kairba,1,https://herbarium.bgbm.org/object/B100555640,7553.0,Kairba,"Fairbairn, A.",0.58
9287,Kipping,G.,,,,,,,"Kipping, G.",7,https://dr.jacq.org/DR021605,7853.0,"Kipping, G.","Kippist, R.",0.58
181,Klein,Vera Lucia G.,,,,,,,"Klein, Vera Lucia G.",1,http://id.snsb.info/snsb/collection/516711/639925/297977,181.0,"Klein, Vera Lucia G.","Gomes-Klein, Vera Lúcia",0.58
9964,Kuznetzov,I.,,,,,,,"Kuznetzov, I.",1,https://herbarium.bgbm.org/object/B100021110,8407.0,"Kuznetzov, I.","Kuznetsov, V.",0.58
11420,Manissadjian,J.,,,,,,,"Manissadjian, J.",3,https://herbarium.bgbm.org/object/B100277138,9633.0,"Manissadjian, J.","Haradjian, M.",0.58
13806,Pauser,,,,,,,,Pauser,4,https://dr.jacq.org/DR017839,11653.0,Pauser,"Prauser, H.",0.58
14105,Pflugradt,,,,,,,,Pflugradt,1,https://herbarium.bgbm.org/object/B180004583,11908.0,Pflugradt,"Pflug, H.",0.58
14627,Prunn,,,,,,,,Prunn,1,https://herbarium.bgbm.org/object/B100384537,12355.0,Prunn,"Prunet, A.",0.58
15172,Renker,C.,,,,,,,"Renker, C.",3,https://herbarium.bgbm.org/object/B100024154,12803.0,"Renker, C.","Šlenker, M.",0.58
17030,Sella,E.,,,,,,,"Sella, E.",2,https://herbarium.bgbm.org/object/B100243254,14406.0,"Sella, E.","Rosella, E.",0.58
18266,Tafalla,J.J.,,,,,,,"Tafalla, J.J.",1,https://herbarium.bgbm.org/object/B100242896,15423.0,"Tafalla, J.J.","Tafall, B.F.O.",0.58
20336,Woronin,,,,,,,,Woronin,1,https://dr.jacq.org/DR048514,17168.0,Woronin,"Voronin, M.S.",0.58
212,Alas,J.,,,,,,,"Alas, J.",9,https://herbarium.bgbm.org/object/B100040643,158.0,"Alas, J.","Walas, J.",0.579
782,Aytac,Z.,,,,,,,"Aytac, Z.",1,https://herbarium.bgbm.org/object/B100603731,623.0,"Aytac, Z.","Aytaç, Z.",0.579
1940,Boswezen,,,,,,,,Boswezen,1,https://herbarium.bgbm.org/object/B180018611,1618.0,Boswezen,"Boswell, A.",0.579
2550,Böhlmann,,,,,,,,Böhlmann,5,https://herbarium.bgbm.org/object/B180011212,2152.0,Böhlmann,"Uhlmann, D.",0.579
2680,Calliss,D.S.,,,,,,,"Calliss, D.S.",3,https://herbarium.bgbm.org/object/B100054327,2254.0,"Calliss, D.S.","Bliss, D.",0.579
3510,Cortez,M. de J.,,,,,,,"Cortez, M. de J.",2,https://herbarium.bgbm.org/object/B100037366,2964.0,"Cortez, M. de J.","Cortez, V.",0.579
4265,Dreesen,P.,,,,,,,"Dreesen, P.",1,https://je.jacq.org/JE04009064,3593.0,"Dreesen, P.","Drees, E.M.",0.579
4286,Drießle,K.,,,,,,,"Drießle, K.",2,https://herbarium.bgbm.org/object/B100390514,3611.0,"Drießle, K.","Friele, H.",0.579
5952,Geiss,W.,,,,,,,"Geiss, W.",3,http://id.snsb.info/snsb/collection/17315/26094/17135,5018.0,"Geiss, W.","Preiss, W.V.",0.579
6431,Grandvaux Barbosa,L.A.,,,,,,,"Grandvaux Barbosa, L.A.",4,https://herbarium.bgbm.org/object/B100003904,5439.0,"Grandvaux Barbosa, L.A.","Barbosa, L.A.G.",0.579
7622,Hervier,J.,,,,,,,"Hervier, J.",7,http://id.snsb.info/snsb/collection/23673/32451/23243,6464.0,"Hervier, J.","Hervier-Basson, G.M.J.",0.579
9983,Kärnefelt,,,,,,,,Kärnefelt,2,https://herbarium.bgbm.org/object/B600161287,8423.0,Kärnefelt,"Bornefeld, T.",0.579
10536,Leronje,D.,,,,,,,"Leronje, D.",1,https://herbarium.bgbm.org/object/B100154130,8897.0,"Leronje, D.","Calonje, M.",0.579
10881,Long,L.W.,,,,,,,"Long, L.W.",2,https://dr.jacq.org/DR059390,9196.0,"Long, L.W.","Long, H.",0.579
11419,Manissadjian,A.,,,,,,,"Manissadjian, A.",37,http://id.snsb.info/snsb/collection/118255/177055/119269,9632.0,"Manissadjian, A.","Haradjian, M.",0.579
12155,Mielke,G.,,,,,,,"Mielke, G.",1,https://herbarium.bgbm.org/object/B100463912,10268.0,"Mielke, G.","Bielke, S.C.",0.579
12188,Milewa,,,,,,,,Milewa,1,https://dr.jacq.org/DR063959,10296.0,Milewa,"Milewska, J.",0.579
12920,Nekrassowa,W.L.,,,,,,,"Nekrassowa, W.L.",1,https://dr.jacq.org/DR072146,10914.0,"Nekrassowa, W.L.","Nekrassova, V.L.",0.579
16145,Sanklar,,,,,,,,Sanklar,1,https://herbarium.bgbm.org/object/B100001626,13650.0,Sanklar,"Frankland, J.",0.579
16227,Sauerwein,B.,,,,,,,"Sauerwein, B.",2,https://herbarium.bgbm.org/object/B100553992,13716.0,"Sauerwein, B.","Eberwein, R.K.",0.579
