,family,given,suffix,particle,dropping_particle,nick,appellation,title,canonical_string_collector_parsed,occurrenceID_collectors_count,occurrenceID_collectors_firstsample,old_index,namematch_source_data,namematch_resource_data,namematch_distance
723,Auriault,R.,,,,,,,"Auriault, R.",2,https://herbarium.bgbm.org/object/B100184649,9079,"Auriault, R.","Auriault, R.",0.0
727,Ausserdorfer,A.,,,,,,,"Ausserdorfer, A.",43,https://je.jacq.org/JE00015328,9687,"Ausserdorfer, A.","Ausserdorfer, A.",0.0
730,Austin,C.F.,,,,,,,"Austin, C.F.",1,https://je.jacq.org/JE04006804,1571,"Austin, C.F.","Austin, C.F.",0.0
744,Awasthi,D.D.,,,,,,,"Awasthi, D.D.",1,https://herbarium.bgbm.org/object/B100240405,5878,"Awasthi, D.D.","Awasthi, D.D.",0.0
750,Ayala,F.,,,,,,,"Ayala, F.",10,http://id.snsb.info/snsb/collection/502771/624005/281561,20094,"Ayala, F.","Ayala, F.",0.0
753,Ayensu,E.S.,,,,,,,"Ayensu, E.S.",11,https://herbarium.bgbm.org/object/B100057313,3249,"Ayensu, E.S.","Ayensu, E.S.",0.0
758,Aytaç,Z.,,,,,,,"Aytaç, Z.",5,http://id.snsb.info/snsb/collection/469064/575367/248016,18451,"Aytaç, Z.","Aytaç, Z.",0.0
762,Aznavour,G.V.,,,,,,,"Aznavour, G.V.",28,http://id.snsb.info/snsb/collection/455488/556016/234968,12944,"Aznavour, G.V.","Aznavour, G.V.",0.0
771,Baar,R.,,,,,,,"Baar, R.",1,https://je.jacq.org/JE00019199,19939,"Baar, R.","Bačar, R.",0.0
774,Babalonas,D.,,,,,,,"Babalonas, D.",4,https://herbarium.bgbm.org/object/B101133577,938,"Babalonas, D.","Babalonas, D.",0.0
775,Babcock,E.B.,,,,,,,"Babcock, E.B.",1,https://herbarium.bgbm.org/object/B100277022,3899,"Babcock, E.B.","Babcock, E.B.",0.0
780,Bacchetta,G.,,,,,,,"Bacchetta, G.",11,http://id.snsb.info/snsb/collection/469355/575658/248307,12920,"Bacchetta, G.","Bacchetta, G.",0.0
786,Bachmann,F.,,,,,,,"Bachmann, F.",39,https://herbarium.bgbm.org/object/B100841972,6288,"Bachmann, F.","Bachmann, F.",0.0
791,Backer,C.A.,,,,,,,"Backer, C.A.",6,http://id.snsb.info/snsb/collection/503357/624610/282132,19742,"Backer, C.A.","Backer, C.A.",0.0
792,Backhouse,J.,,,,,,,"Backhouse, J.",1,https://herbarium.bgbm.org/object/B200115535a,11167,"Backhouse, J.","Backhouse, J.",0.0
793,Baden,C.,,,,,,,"Baden, C.",4,https://herbarium.bgbm.org/object/B100108518,16273,"Baden, C.","Baden, C.",0.0
795,Badillo,V.M.,,,,,,,"Badillo, V.M.",11,https://herbarium.bgbm.org/object/B100004085,12444,"Badillo, V.M.","Badillo, V.M.",0.0
798,Baehr,M.,,,,,,,"Baehr, M.",2,https://herbarium.bgbm.org/object/B180012936,2235,"Baehr, M.","Baehr, M.",0.0
801,Baenitz,C.G.,,,,,,,"Baenitz, C.G.",283,http://id.snsb.info/snsb/collection/408001/477290/191885,2550,"Baenitz, C.G.","Baenitz, C.G.",0.0
804,Baesecke,P.,,,,,,,"Baesecke, P.",3,https://herbarium.bgbm.org/object/B101002321,12124,"Baesecke, P.","Baesecke, P.",0.0
808,Bagheri,A.,,,,,,,"Bagheri, A.",5,http://id.snsb.info/snsb/collection/469377/575680/248329,5201,"Bagheri, A.","Bagheri, A.",0.0
809,Bagnis,C.,,,,,,,"Bagnis, C.",2,https://herbarium.bgbm.org/object/B700016356,19165,"Bagnis, C.","Bagnis, C.",0.0
820,Bailey,C.,,,,,,,"Bailey, C.",23,https://herbarium.bgbm.org/object/B100841431,5774,"Bailey, C.","Bailey, C.",0.0
821,Bailey,F.M.,,,,,,,"Bailey, F.M.",5,http://id.snsb.info/snsb/collection/648626/704296/354330,8561,"Bailey, F.M.","Bailey, F.M.",0.0
823,Bailey,J.F.,,,,,,,"Bailey, J.F.",1,https://herbarium.bgbm.org/object/B100279608,607,"Bailey, J.F.","Bailey, J.F.",0.0
826,Baillargeon,G.,,,,,,,"Baillargeon, G.",12,https://herbarium.bgbm.org/object/B100526365,15573,"Baillargeon, G.","Baillargeon, G.",0.0
828,Baines,T.,,,,,,,"Baines, T.",3,https://herbarium.bgbm.org/object/B100057214,5083,"Baines, T.","Baines, T.",0.0
833,Baker,C.F.,,,,,,,"Baker, C.F.",208,http://id.snsb.info/snsb/collection/189814/220392/172182,2069,"Baker, C.F.","Baker, C.F.",0.0
834,Baker,C.J.,,,,,,,"Baker, C.J.",15,https://je.jacq.org/JE04003121,14499,"Baker, C.J.","Baker, C.J.",0.0
835,Baker,H.A.,,,,,,,"Baker, H.A.",8,http://id.snsb.info/snsb/collection/18572/27351/18392,20051,"Baker, H.A.","Baker, H.A.",0.0
836,Baker,J.G.,,,,,,,"Baker, J.G.",3,https://je.jacq.org/JE00018167,10293,"Baker, J.G.","Baker, J.G.",0.0
838,Baker,M.A.,,,,,,,"Baker, M.A.",1,https://herbarium.bgbm.org/object/B180018899,8312,"Baker, M.A.","Baker, M.A.",0.0
839,Baker,M.S.,,,,,,,"Baker, M.S.",2,http://id.snsb.info/snsb/collection/478626/589549/259648,7799,"Baker, M.S.","Baker, M.S.",0.0
841,Baker,R.,,,,,,,"Baker, R.",2,http://id.snsb.info/snsb/collection/653942/711317/359988,10543,"Baker, R.","Baker, R.",0.0
842,Baker,R.E.D.,,,,,,,"Baker, R.E.D.",1,https://herbarium.bgbm.org/object/B100591550,18122,"Baker, R.E.D.","Baker, R.E.D.",0.0
846,Balansa,B.,,,,,,,"Balansa, B.",640,http://id.snsb.info/snsb/collection/468939/575242/247891,2579,"Balansa, B.","Balansa, B.",0.0
850,Balbis,G.B.,,,,,,,"Balbis, G.B.",19,http://id.snsb.info/snsb/collection/455822/556351/235302,266,"Balbis, G.B.","Balbis, G.B.",0.0
852,Baldacci,A.,,,,,,,"Baldacci, A.",31,http://id.snsb.info/snsb/collection/119196/177995/120117,16018,"Baldacci, A.","Baldacci, A.",0.0
853,Baldacci,E.,,,,,,,"Baldacci, E.",1,http://id.snsb.info/snsb/collection/469499/575802/248451,1040,"Baldacci, E.","Baldacci, E.",0.0
858,Baldini,R.M.,,,,,,,"Baldini, R.M.",4,https://herbarium.bgbm.org/object/B100460296,5131,"Baldini, R.M.","Baldini, R.M.",0.0
860,Baldwin,D.D.,,,,,,,"Baldwin, D.D.",2,https://je.jacq.org/JE04009876,123,"Baldwin, D.D.","Baldwin, D.D.",0.0
869,Balfour,I.B.,,,,,,,"Balfour, I.B.",23,http://id.snsb.info/snsb/collection/491057/603293/272941,19969,"Balfour, I.B.","Balfour, I.B.",0.0
871,Balfour,J.H.,,,,,,,"Balfour, J.H.",1,https://herbarium.bgbm.org/object/B100721812,5408,"Balfour, J.H.","Balfour, J.H.",0.0
873,Balkwill,K.,,,,,,,"Balkwill, K.",104,http://id.snsb.info/snsb/collection/17421/26200/17241,10299,"Balkwill, K.","Balkwill, K.",0.0
876,Ball,J.,,,,,,,"Ball, J.",11,https://herbarium.bgbm.org/object/B100249976,16459,"Ball, J.","Ball, J.",0.0
878,Ballard,F.,,,,,,,"Ballard, F.",1,https://herbarium.bgbm.org/object/B100526416,9334,"Ballard, F.","Ballard, F.",0.0
882,Balls,E.K.,,,,,,,"Balls, E.K.",7,https://herbarium.bgbm.org/object/B100068816,10005,"Balls, E.K.","Balls, E.K.",0.0
884,Bally,P.R.O.,,Ritchie in,,,,,"Bally, P.R.O.",21,http://id.snsb.info/snsb/collection/19737/28516/19557,15476,"Bally, P.R.O.","Bally, P.R.O.",0.0
888,Balslev,H.,,,,,,,"Balslev, H.",15,https://herbarium.bgbm.org/object/B100001918,9581,"Balslev, H.","Balslev, H.",0.0
893,Bamberger,J.G.,,,,,,,"Bamberger, J.G.",4,https://herbarium.bgbm.org/object/B100144929,15931,"Bamberger, J.G.","Bamberger, J.G.",0.0
896,Bamler,G.,,,,,,,"Bamler, G.",42,http://id.snsb.info/snsb/collection/648686/704357/354390,17797,"Bamler, G.","Bamler, G.",0.0
906,Bang,M.,,,,,,,"Bang, M.",534,http://id.snsb.info/snsb/collection/117761/176561/118824,9395,"Bang, M.","Bang, M.",0.0
909,Banks,J.,,,,,,,"Banks, J.",11,https://herbarium.bgbm.org/object/B1001855931,13321,"Banks, J.","Banks, J.",0.0
920,Baranov,P.,,,,,,,"Baranov, P.",1,https://herbarium.bgbm.org/object/B100030613,7950,"Baranov, P.","Baranov, P.",0.0
922,Baranov,V.,,,,,,,"Baranov, V.",3,https://herbarium.bgbm.org/object/B100127307,4575,"Baranov, V.","Baranov, V.",0.0
926,Barber,A.,,,,,,,"Barber, A.",1,https://herbarium.bgbm.org/object/B100241774,18852,"Barber, A.","Barber, A.",0.0
927,Barber,C.A.,,,,,,,"Barber, C.A.",1,http://id.snsb.info/snsb/collection/667515/726096/373750,1529,"Barber, C.A.","Barber, C.A.",0.0
928,Barber,C.M.,,,,,,,"Barber, C.M.",8,https://herbarium.bgbm.org/object/B100242777,16046,"Barber, C.M.","Barber, C.M.",0.0
930,Barberá,P.,,,,,,,"Barberá, P.",1,https://herbarium.bgbm.org/object/B101135646,5742,"Barberá, P.","Barber, P.(.",0.0
932,Barbey,W.,,,,,,,"Barbey, W.",6,http://id.snsb.info/snsb/collection/490767/603003/272651,19119,"Barbey, W.","Barbey, W.",0.0
939,Barbosa,L.A.G.,,,,,,,"Barbosa, L.A.G.",2,http://id.snsb.info/snsb/collection/652935/709656/358646,18835,"Barbosa, L.A.G.","Barbosa, L.A.G.",0.0
942,Barbour,W.C.,,,,,,,"Barbour, W.C.",3,https://dr.jacq.org/DR056113,8244,"Barbour, W.C.","Barbour, W.C.",0.0
943,Barcellos,A.M.P.,,,,,,,"Barcellos, A.M.P.",1,https://je.jacq.org/JE00020996,2535,"Barcellos, A.M.P.","Barcellos, A.M.P.",0.0
946,Barclay,H.G.,,,,,,,"Barclay, H.G.",1,https://herbarium.bgbm.org/object/B100412752,11426,"Barclay, H.G.","Barclay, H.G.",0.0
948,Bareka,P.,,,,,,,"Bareka, P.",3,https://herbarium.bgbm.org/object/B100192765,12288,"Bareka, P.","Bareka, P.",0.0
953,Barker,N.P.,,,,,,,"Barker, N.P.",1,https://herbarium.bgbm.org/object/B100023072,14170,"Barker, N.P.","Barker, N.P.",0.0
954,Barker,R.M.,,,,,,,"Barker, R.M.",4,https://herbarium.bgbm.org/object/B101043640,2440,"Barker, R.M.","Barker, R.M.",0.0
956,Barker,W.R.,,,,,,,"Barker, W.R.",11,http://id.snsb.info/snsb/collection/490100/602336/271984,13629,"Barker, W.R.","Barker, W.R.",0.0
959,Barkley,F.A.,,,,,,,"Barkley, F.A.",2,http://id.snsb.info/snsb/collection/479224/590261/260202,12888,"Barkley, F.A.","Barkley, F.A.",0.0
968,Barnes,C.R.,,,,,,,"Barnes, C.R.",6,https://je.jacq.org/JE04005339,18588,"Barnes, C.R.","Barnes, C.R.",0.0
975,Baron,P.A.,,,,,,,"Baron, P.A.",3,http://id.snsb.info/snsb/collection/21430/30208/21249,15978,"Baron, P.A.","Baron, P.A.",0.0
976,Baron,R.,,,,,,,"Baron, R.",12,http://id.snsb.info/snsb/collection/646094/701154/351744,6685,"Baron, R.","Baron, R.",0.0
979,Barrandon,A.,,,,,,,"Barrandon, A.",1,https://herbarium.bgbm.org/object/B100384571,17572,"Barrandon, A.","Barrandon, A.",0.0
982,Barratte,G.,,,,,,,"Barratte, G.",2,https://herbarium.bgbm.org/object/B100154858,2084,"Barratte, G.","Barratte, G.",0.0
984,Barrelier,J.,,,,,,,"Barrelier, J.",1,http://id.snsb.info/snsb/collection/499266/620482/278069,14543,"Barrelier, J.","Barrelier, J.",0.0
995,Barrie,F.,,,,,,,"Barrie, F.",1,https://herbarium.bgbm.org/object/B100086778,246,"Barrie, F.","Barrie, F.",0.0
1008,Barter,C.,,,,,,,"Barter, C.",29,http://id.snsb.info/snsb/collection/16788/25567/16608,9445,"Barter, C.","Barter, C.",0.0
1010,Barth,J.,,,,,,,"Barth, J.",151,http://id.snsb.info/snsb/collection/407997/477286/191881,10088,"Barth, J.","Barth, J.",0.0
1015,Barthelat,F.,,,,,,,"Barthelat, F.",1,https://herbarium.bgbm.org/object/B100131438,15021,"Barthelat, F.","Barthelat, F.",0.0
1016,Barthlott,W.,,,,,,,"Barthlott, W.",13,https://herbarium.bgbm.org/object/B100240579,9830,"Barthlott, W.","Barthlott, W.",0.0
1019,Bartholomew,B.M.,,,,,,,"Bartholomew, B.M.",6,http://id.snsb.info/snsb/collection/24531/33309/24099,18472,"Bartholomew, B.M.","Bartholomew, B.M.",0.0
1020,Bartholomew,E.,,,,,,,"Bartholomew, E.",2,https://herbarium.bgbm.org/object/B700016361,16245,"Bartholomew, E.","Bartholomew, E.",0.0
1022,Bartlett,A.W.,,,,,,,"Bartlett, A.W.",2,https://herbarium.bgbm.org/object/B100249239,10442,"Bartlett, A.W.","Bartlett, A.W.",0.0
1023,Bartlett,H.H.,,,,,,,"Bartlett, H.H.",3,https://je.jacq.org/JE04004365,19826,"Bartlett, H.H.","Bartlett, H.H.",0.0
1024,Bartlett,J.K.,,,,,,,"Bartlett, J.K.",11,https://je.jacq.org/JE04003024,15689,"Bartlett, J.K.","Bartlett, J.K.",0.0
1028,Bartram,E.B.,,,,,,,"Bartram, E.B.",2,https://je.jacq.org/JE04008195,13305,"Bartram, E.B.","Bartram, E.B.",0.0
1034,Baschant,R.,,,,,,,"Baschant, R.",19,https://herbarium.bgbm.org/object/B100525401,2662,"Baschant, R.","Baschant, R.",0.0
1047,Bastmeijer,J.D.,,,,,,,"Bastmeijer, J.D.",1,http://id.snsb.info/snsb/collection/655254/712721/361308,17295,"Bastmeijer, J.D.","Bastmeijer, J.D.",0.0
1051,Bateman,J.,,,,,,,"Bateman, J.",1,http://id.snsb.info/snsb/collection/530951/654279/309801,932,"Bateman, J.","Bateman, J.",0.0
1054,Bates,G.L.,,,,,,,"Bates, G.L.",3,https://herbarium.bgbm.org/object/B100165700,11589,"Bates, G.L.","Bates, G.L.",0.0
1055,Bates,J.M.,,,,,,,"Bates, J.M.",3,https://herbarium.bgbm.org/object/B700016394,1595,"Bates, J.M.","Bates, J.M.",0.0
1062,Battandier,J.A.,,,,,,,"Battandier, J.A.",9,https://je.jacq.org/JE00006655,10176,"Battandier, J.A.","Battandier, J.A.",0.0
1068,Bauer,A.,,,,,,,"Bauer, A.",1,http://id.snsb.info/snsb/collection/512019/634329/291434,14134,"Bauer, A.","Bauer, A.",0.0
1069,Bauer,E.,,,,,,,"Bauer, E.",21,http://id.snsb.info/snsb/collection/652232/708947/357901,3445,"Bauer, E.","Bauer, E.",0.0
1070,Bauer,F.,,,,,,,"Bauer, F.",1,https://herbarium.bgbm.org/object/B101154108,8634,"Bauer, F.","Bauer, F.",0.0
1073,Bauer,G.H.,,,,,,,"Bauer, G.H.",1,https://herbarium.bgbm.org/object/B100198823,11437,"Bauer, G.H.","Bauer, G.H.",0.0
32,Bauer,Ferdinand,,,,,,,"Bauer, Ferdinand",1,https://herbarium.bgbm.org/object/B200125230,290,"Bauer, Ferdinand","Bauer, Ferdinand",0.0
1080,Baum,A.,,,,,,,"Baum, A.",2,https://herbarium.bgbm.org/object/B100298567,15968,"Baum, A.","Baum, A.",0.0
1081,Baum,H.,,,,,,,"Baum, H.",283,http://id.snsb.info/snsb/collection/15655/24373/15475,3145,"Baum, H.","Baum, H.",0.0
1083,Baumann,E.,,,,,,,"Baumann, E.",17,https://je.jacq.org/JE00003488,11773,"Baumann, E.","Baumann, E.",0.0
1084,Baumann,H.,,,,,,,"Baumann, H.",1,https://herbarium.bgbm.org/object/B100294598,16822,"Baumann, H.","Baumann, H.",0.0
1086,Baumann-Bodenheim,M.G.,,,,,,,"Baumann-Bodenheim, M.G.",2,https://herbarium.bgbm.org/object/B100365092,19488,"Baumann-Bodenheim, M.G.","Baumann-Bodenheim, M.G.",0.0
1092,Baumgarten,J.C.G.,,,,,,,"Baumgarten, J.C.G.",8,https://herbarium.bgbm.org/object/B100841477,8332,"Baumgarten, J.C.G.","Baumgarten, J.C.G.",0.0
1094,Baumgartner,J.,,,,,,,"Baumgartner, J.",7,https://je.jacq.org/JE04003605,16732,"Baumgartner, J.","Baumgartner, J.",0.0
1101,Baur,W.,,,,,,,"Baur, W.",6,https://je.jacq.org/JE04005691,12075,"Baur, W.","Baur, W.",0.0
1106,Bay,D.C.,,,,,,,"Bay, D.C.",14,http://id.snsb.info/snsb/collection/501064/622283/279867,12672,"Bay, D.C.","Bay, D.C.",0.0
1109,Bayer,C.,,,,,,,"Bayer, C.",11,https://herbarium.bgbm.org/object/B100191601,20053,"Bayer, C.","Bayer, C.",0.0
1110,Bayer,E.,,,,,,,"Bayer, E.",10,http://id.snsb.info/snsb/collection/408323/477614/192207,634,"Bayer, E.","Bayer, E.",0.0
1112,Bayer,J.N.,,,,,,,"Bayer, J.N.",5,https://herbarium.bgbm.org/object/B101097580,2879,"Bayer, J.N.","Bayer, J.N.",0.0
1116,Bayliss,E.,,,,,,,"Bayliss, E.",2,https://herbarium.bgbm.org/object/B100239632,19392,"Bayliss, E.","Bayliss, E.",0.0
1117,Bayliss,R.D.A.,,,,,,,"Bayliss, R.D.A.",44,http://id.snsb.info/snsb/collection/17928/26707/17748,9431,"Bayliss, R.D.A.","Bayliss, R.D.A.",0.0
1118,Bayón,E.,,,,,,,"Bayón, E.",79,http://id.snsb.info/snsb/collection/119098/177897/120036,2547,"Bayón, E.","Bayón, E.",0.0
1127,Beaman,J.H.,,,,,,,"Beaman, J.H.",3,https://herbarium.bgbm.org/object/B100209664,19126,"Beaman, J.H.","Beaman, J.H.",0.0
1128,Beaman,R.S.,,,,,,,"Beaman, R.S.",2,https://herbarium.bgbm.org/object/B100181963,7275,"Beaman, R.S.","Beaman, R.S.",0.0
1129,Bean,P.A.,,,,,,,"Bean, P.A.",7,http://id.snsb.info/snsb/collection/20467/29246/20287,5569,"Bean, P.A.","Bean, P.A.",0.0
1130,Beard,J.S.,,,,,,,"Beard, J.S.",1,http://id.snsb.info/snsb/collection/667903/726513/374176,11054,"Beard, J.S.","Beard, J.S.",0.0
1132,Beattie,R.K.,,,,,,,"Beattie, R.K.",1,https://dr.jacq.org/DR071595,10566,"Beattie, R.K.","Beattie, R.K.",0.0
1134,Beauchamp,R.M.,,,,,,,"Beauchamp, R.M.",2,https://herbarium.bgbm.org/object/B101138090,17319,"Beauchamp, R.M.","Beauchamp, R.M.",0.0
1137,Beauglehole,A.C.,,,,,,,"Beauglehole, A.C.",1,https://herbarium.bgbm.org/object/B100277965,3270,"Beauglehole, A.C.","Beauglehole, A.C.",0.0
1142,Bebb,M.S.,,,,,,,"Bebb, M.S.",1,https://dr.jacq.org/DR062401,15985,"Bebb, M.S.","Bebb, M.S.",0.0
1146,Beccari,O.,,,,,,,"Beccari, O.",355,http://id.snsb.info/snsb/collection/195217/479201/176993,1540,"Beccari, O.","Beccari, O.",0.0
1147,Becherer,A.,,,,,,,"Becherer, A.",1,https://herbarium.bgbm.org/object/B200012494,18963,"Becherer, A.","Becherer, A.",0.0
1148,Bechtel,A.R.,,,,,,,"Bechtel, A.R.",1,https://herbarium.bgbm.org/object/B101149408,13459,"Bechtel, A.R.","Bechtel, A.R.",0.0
1150,Beck,A.,,,,,,,"Beck, A.",1,http://id.snsb.info/snsb/collection/503553/624813/282323,13615,"Beck, A.","Beck, A.",0.0
1152,Beck,E.,,,,,,,"Beck, E.",2,http://id.snsb.info/snsb/collection/502739/623973/281529,6846,"Beck, E.","Beck, E.",0.0
1157,Beck,S.G.,,,,,,,"Beck, S.G.",471,http://id.snsb.info/snsb/collection/23705/32483/23275,14318,"Beck, S.G.","Beck, S.G.",0.0
1160,Becker,A.K.,,,,,,,"Becker, A.K.",8,http://id.snsb.info/snsb/collection/459216/559917/238065,19693,"Becker, A.K.","Becker, A.K.",0.0
1161,Becker,G.,,,,,,,"Becker, G.",3,https://herbarium.bgbm.org/object/B100312660,1889,"Becker, G.","Becker, G.",0.0
1163,Becker,J.,,,,,,,"Becker, J.",1,https://je.jacq.org/JE00021778,7150,"Becker, J.","Becker, J.",0.0
1165,Becker,W.,,,,,,,"Becker, W.",41,http://id.snsb.info/snsb/collection/499307/620523/278110,6596,"Becker, W.","Becker, W.",0.0
37,Becker,Alexander K.,,,,,,,"Becker, Alexander K.",3,https://je.jacq.org/JE00007394,347,"Becker, Alexander K.","Becker, Alexander K",0.0
1167,Beckett,E.,,,,,,,"Beckett, E.",1,https://herbarium.bgbm.org/object/B101169326,13238,"Beckett, E.","Beckett, E.",0.0
1169,Beckett,T.W.N.,,,,,,,"Beckett, T.W.N.",1,https://je.jacq.org/JE04005038,17370,"Beckett, T.W.N.","Beckett, T.W.N.",0.0
1171,Beckhaus,K.F.L.,,,,,,,"Beckhaus, K.F.L.",2,https://herbarium.bgbm.org/object/B100365294,2360,"Beckhaus, K.F.L.","Beckhaus, K.F.L.",0.0
1172,Beckler,H.,,,,,,,"Beckler, H.",11,http://id.snsb.info/snsb/collection/196261/480336/178037,2456,"Beckler, H.","Beckler, H.",0.0
1174,Beckmann,K.G.,,,,,,,"Beckmann, K.G.",1,https://je.jacq.org/JE04009751,10252,"Beckmann, K.G.","Beckmann, K.G.",0.0
38,Beckmann,Carl Ludwig,,,,,,,"Beckmann, Carl Ludwig",2,https://herbarium.bgbm.org/object/B100757493,392,"Beckmann, Carl Ludwig","Beckmann, Carl Ludwig",0.0
1176,Beddome,R.H.,,,,,,,"Beddome, R.H.",1,http://id.snsb.info/snsb/collection/645963/701023/351613,1527,"Beddome, R.H.","Beddome, R.H.",0.0
1178,Bednarek-Ochyra,H.,,,,,,,"Bednarek-Ochyra, H.",4,https://je.jacq.org/JE04009086,4651,"Bednarek-Ochyra, H.","Bednarek-Ochyra, H.",0.0
1181,Beeby,W.H.,,,,,,,"Beeby, W.H.",2,https://je.jacq.org/JE00016652,5666,"Beeby, W.H.","Beeby, W.H.",0.0
1196,Behnsch,R.,,,,,,,"Behnsch, R.",2,https://herbarium.bgbm.org/object/B100327709,19220,"Behnsch, R.","Behnsch, R.",0.0
1197,Behr,E.,,,,,,,"Behr, E.",134,http://id.snsb.info/snsb/collection/196377/483019/178150,9724,"Behr, E.","Behr, E.",0.0
1198,Behr,H.H.,,,,,,,"Behr, H.H.",2,https://je.jacq.org/JE00002786,16855,"Behr, H.H.","Behr, H.H.",0.0
1199,Behr,O.,,,,,,,"Behr, O.",97,http://id.snsb.info/snsb/collection/466801/569451/245690,12063,"Behr, O.","Behr, O.",0.0
39,Behr,Ernst,,,,,,,"Behr, Ernst",3,https://dr.jacq.org/DR052677,160,"Behr, Ernst","Behr, Ernst",0.0
1201,Behrendsen,W.,,,,,,,"Behrendsen, W.",2,https://je.jacq.org/JE00019919,4922,"Behrendsen, W.","Behrendsen, W.",0.0
1209,Belalcázar,J.,,,,,,,"Belalcázar, J.",2,http://id.snsb.info/snsb/collection/670262/729757/376586,5199,"Belalcázar, J.","Belalcázar, J.",0.0
1215,Bell,D.,,,,,,,"Bell, D.",3,https://herbarium.bgbm.org/object/B100293115,3605,"Bell, D.","Bell, D.",0.0
1217,Bell,P.R.,,,,,,,"Bell, P.R.",1,https://je.jacq.org/JE04008092,8811,"Bell, P.R.","Bell, P.R.",0.0
1218,Bell,W.,,,,,,,"Bell, W.",5,https://je.jacq.org/JE04000532,12865,"Bell, W.","Bell, W.",0.0
1222,Bellardi,C.A.L.,,,,,,,"Bellardi, C.A.L.",5,https://herbarium.bgbm.org/object/BW05694010,8931,"Bellardi, C.A.L.","Bellardi, C.A.L.",0.0
1234,Beltrán,E.,,,,,,,"Beltrán, E.",2,https://herbarium.bgbm.org/object/B100160092,1339,"Beltrán, E.","Beltrán, E.",0.0
1235,Beltrán,F.,,,,,,,"Beltrán, F.",4,https://dr.jacq.org/DR074152,15162,"Beltrán, F.","Beltrán, F.",0.0
1247,Benedí,C.,,,,,,,"Benedí, C.",20,https://herbarium.bgbm.org/object/B100013694,18115,"Benedí, C.","Benedí, C.",0.0
1249,Beneken,F.,,,,,,,"Beneken, F.",1,https://dr.jacq.org/DR069159,10222,"Beneken, F.","Beneken, F.",0.0
1253,Benkert,D.,,,,,,,"Benkert, D.",3340,https://herbarium.bgbm.org/object/B100124026,18984,"Benkert, D.","Benkert, D.",0.0
1258,Benl,G.,,,,,,,"Benl, G.",16,http://id.snsb.info/snsb/collection/488971/601207/270855,19465,"Benl, G.","Benl, G.",0.0
1264,Bennert,H.W.,,,,,,,"Bennert, H.W.",14,https://herbarium.bgbm.org/object/B200012492,20168,"Bennert, H.W.","Bennert, H.W.",0.0
1266,Bennett,D.E.,,,,,,,"Bennett, D.E.",2,http://id.snsb.info/snsb/collection/645149/700041/350780,3720,"Bennett, D.E.","Bennett, D.E.",0.0
1267,Bennett,E.M.,,,,,,,"Bennett, E.M.",1,https://herbarium.bgbm.org/object/B100294752,16495,"Bennett, E.M.","Bennett, E.M.",0.0
1268,Bennett,G.,,,,,,,"Bennett, G.",1,https://herbarium.bgbm.org/object/B100448002,16476,"Bennett, G.","Bennett, G.",0.0
1269,Benoist,R.,,,,,,,"Benoist, R.",4,https://je.jacq.org/JE04009658,13370,"Benoist, R.","Benoist, R.",0.0
1272,Bentham,G.,,,,,,,"Bentham, G.",7,http://id.snsb.info/snsb/collection/458989/559688/237838,17447,"Bentham, G.","Bentham, G.",0.0
1275,Benz,B.F.,,,,,,,"Benz, B.F.",1,http://id.snsb.info/snsb/collection/25270/34048/24834,7393,"Benz, B.F.","Benz, B.F.",0.0
1285,Berckmans,P.J.A.,,,,,,,"Berckmans, P.J.A.",1,https://herbarium.bgbm.org/object/B100629711,6641,"Berckmans, P.J.A.","Berckmans, P.J.A.",0.0
1287,Berendsohn,W.G.,,,,,,,"Berendsohn, W.G.",1,https://herbarium.bgbm.org/object/B600118017,12055,"Berendsohn, W.G.","Berendsohn, W.G.",0.0
1290,Berg,A.,,,,,,,"Berg, A.",1,http://id.snsb.info/snsb/collection/722175/789238/425080,7569,"Berg, A.","Berg, A.",0.0
1291,Berg,C.,,,,,,,"Berg, C.",5,https://herbarium.bgbm.org/object/B100048147,5273,"Berg, C.","Berg, C.",0.0
1292,Berg,C.C.,,,,,,,"Berg, C.C.",18,https://herbarium.bgbm.org/object/B100022617,5481,"Berg, C.C.","Berg, C.C.",0.0
1293,Berg,E.,,,,,,,"Berg, E.",25,https://dr.jacq.org/DR035954,19433,"Berg, E.","Åberg, E.",0.0
1302,Bergendal,D.,,,,,,,"Bergendal, D.",1,https://herbarium.bgbm.org/object/B100842495,15437,"Bergendal, D.","Bergendal, D.",0.0
1304,Berger,A.,,,,,,,"Berger, A.",3,https://dr.jacq.org/DR061069,4199,"Berger, A.","Berger, A.",0.0
1305,Berger,E.,,,,,,,"Berger, E.",12,https://je.jacq.org/JE00012556,15613,"Berger, E.","Berger, E.",0.0
1306,Berger,E.F.,,,,,,,"Berger, E.F.",1,http://id.snsb.info/snsb/collection/408269/477558/192153,9214,"Berger, E.F.","Berger, E.F.",0.0
1310,Berger,R.,,,,,,,"Berger, R.",3,https://herbarium.bgbm.org/object/B180004935,6671,"Berger, R.","Berger, R.",0.0
1311,Berger-Landefeldt,U.,,,,,,,"Berger-Landefeldt, U.",44,https://herbarium.bgbm.org/object/B100560583,10574,"Berger-Landefeldt, U.","Berger-Landefeldt, U.",0.0
1312,Berggren,S.,,,,,,,"Berggren, S.",19,https://je.jacq.org/JE04007034,19365,"Berggren, S.","Berggren, S.",0.0
