,family,given,suffix,particle,dropping_particle,nick,appellation,title,canonical_string_collector_parsed,occurrenceID_collectors_count,occurrenceID_collectors_firstsample,old_index,namematch_source_data,namematch_resource_data,namematch_distance
1407,Besser,G.,,,,,,,"Besser, G.",1,https://dr.jacq.org/DR040886,7585,"Besser, G.","Bessey, E.",0.94
1408,Besser,R.,,,,,,,"Besser, R.",2,https://dr.jacq.org/DR055345,16248,"Besser, R.","Bessey, E.",0.94
1409,Besser,W.,,,,,,,"Besser, W.",2,https://dr.jacq.org/DR000130,9246,"Besser, W.","Besser, W.S.J.G.v.",0.94
1662,Boden-Kloss,,,,,,,,Boden-Kloss,2,https://herbarium.bgbm.org/object/B100001480,19749,Boden-Kloss,"Kloss, C.B.",0.94
1694,Bohl,S.,,,,,,,"Bohl, S.",15,https://herbarium.bgbm.org/object/B100355455,6093,"Bohl, S.","Bohler, J.",0.94
1702,Bois-Reymond,M. du,,,,,,,"Bois-Reymond, M. du",4,https://herbarium.bgbm.org/object/B200129897,16297,"Bois-Reymond, M. du","Reymond, O.",0.94
1787,Boom,R.M.,,,,,,,"Boom, R.M.",1,https://herbarium.bgbm.org/object/B180003937,7064,"Boom, R.M.","Boom, B.M.",0.94
2101,Brieschke,H.,,,,,,,"Brieschke, H.",7,https://herbarium.bgbm.org/object/B100769140,15037,"Brieschke, H.","Jeschke, L.",0.94
2184,Bruhn Moller,K.,,,,,,,"Bruhn Moller, K.",4,https://herbarium.bgbm.org/object/B100295750,16483,"Bruhn Moller, K.","Bruhne, K.",0.94
2212,Bruns,F.C.A.,,,,,,,"Bruns, F.C.A.",22,https://herbarium.bgbm.org/object/B100366110,13797,"Bruns, F.C.A.","Bruns, F.K.A.",0.94
2620,Camara,,,,,,,,Camara,8,https://je.jacq.org/JE04003329,17548,Camara,"Camarda, I.",0.94
2741,Carnfield,J.H.,,,,,,,"Carnfield, J.H.",1,https://herbarium.bgbm.org/object/B100188037,13264,"Carnfield, J.H.","Banfield, J.",0.94
2821,Castagnini,,,,,,,,Castagnini,1,https://herbarium.bgbm.org/object/B180021062,2234,Castagnini,"Castagnaro, A.",0.94
2999,Chas,É.,,,,,,,"Chas, É.",2,https://herbarium.bgbm.org/object/B100272747,17419,"Chas, É.","Chase, M.A.",0.94
3112,Chota,M.,,,,,,,"Chota, M.",1,https://herbarium.bgbm.org/object/B100157468,18532,"Chota, M.","Mota, M.",0.94
3400,Cornelio,M.,,,,,,,"Cornelio, M.",1,https://herbarium.bgbm.org/object/B100843060,10031,"Cornelio, M.","Cornelissen, É.N.",0.94
3466,Coêlho,L.F.,,,,,,,"Coêlho, L.F.",3,http://id.snsb.info/snsb/collection/195869/479944/177645,13073,"Coêlho, L.F.","Margalho, L.F.",0.94
92,Cronin,Mrs,,,,,,,"Cronin, Mrs",1,https://herbarium.bgbm.org/object/B100295187,289,"Cronin, Mrs","Cronin, Mary Ann",0.94
3526,Crutchfield,P.J.,,,,,,,"Crutchfield, P.J.",1,https://herbarium.bgbm.org/object/B100474955,10452,"Crutchfield, P.J.","Critchfield, R.L.",0.94
3655,Dacremont,,,,,,,,Dacremont,2,https://herbarium.bgbm.org/object/B100153224,4312,Dacremont,"Dacrémont, A.A.",0.94
3671,Dahms,A.,,,,,,,"Dahms, A.",121,https://herbarium.bgbm.org/object/B100594634,14624,"Dahms, A.","Dahmen, R.",0.94
3810,Dehning,C.,,,,,,,"Dehning, C.",2,https://herbarium.bgbm.org/object/B100003624,5623,"Dehning, C.","Dehn, M.",0.94
3817,Deissel,,,,,,,,Deissel,1,https://herbarium.bgbm.org/object/B100394312,4698,Deissel,"Preissel, H.",0.94
3905,Deschmann,,,,,,,,Deschmann,3,https://je.jacq.org/JE00015687,1856,Deschmann,"Buschmann, A.",0.94
3922,Determes,,,,,,,,Determes,2,https://je.jacq.org/JE04000541,3016,Determes,"Determann, R.O.",0.94
4006,Dimas,C.,,,,,,,"Dimas, C.",2,https://herbarium.bgbm.org/object/B101043418,12739,"Dimas, C.","Dima, B.",0.94
4060,Doering,,,,,,,,Doering,1,http://id.snsb.info/snsb/collection/489708/601944/271592,157,Doering,"Goering, A.",0.94
4070,Dolatowski,J.,,,,,,,"Dolatowski, J.",2,https://herbarium.bgbm.org/object/B100267992,10585,"Dolatowski, J.","Latowski, K.",0.94
4075,Dolliner,,,,,,,,Dolliner,14,https://herbarium.bgbm.org/object/B101113876,8268,Dolliner,"Doll, R.",0.94
4174,Drobny,,,,,,,,Drobny,1,https://dr.jacq.org/DR051727,16832,Drobny,"Drobnick, R.",0.94
4544,Eisenburger,,,,,,,,Eisenburger,1,https://herbarium.bgbm.org/object/B100108862,17730,Eisenburger,"Altenburger, A.",0.94
4612,Emrich,C.,,,,,,,"Emrich, C.",3,https://herbarium.bgbm.org/object/B100239698,14970,"Emrich, C.","Helmrich, C.",0.94
4670,Erb,B.,,,,,,,"Erb, B.",1,https://herbarium.bgbm.org/object/B700010284,5906,"Erb, B.","Erb, R.W.",0.94
4831,Faggi,G.,,,,,,,"Faggi, G.",1,https://herbarium.bgbm.org/object/B101167441,6676,"Faggi, G.","Naggi, A.",0.94
4872,Farkas-von Vukotinovich,L.,,,,,,,"Farkas-von Vukotinovich, L.",1,http://id.snsb.info/snsb/collection/118633/177432/119591,10977,"Farkas-von Vukotinovich, L.","Vukotinović, L.F.",0.94
4917,Fecha,,,,,,,,Fecha,1,https://herbarium.bgbm.org/object/B180012661,12573,Fecha,"Fechner, G.A.",0.94
4934,Fehrenbach,A.,,,,,,,"Fehrenbach, A.",1,https://je.jacq.org/JE00012541,14489,"Fehrenbach, A.","Fehrer, J.",0.94
5031,Festi,F.,,,,,,,"Festi, F.",1,http://id.snsb.info/snsb/collection/118840/177639/119790,2974,"Festi, F.","Fest, B.",0.94
5127,Fleckenstein,S.,,,,,,,"Fleckenstein, S.",1,https://herbarium.bgbm.org/object/B101191300,15803,"Fleckenstein, S.","Flecker, H.",0.94
5256,Fortelius,O.,,,,,,,"Fortelius, O.",1,https://herbarium.bgbm.org/object/B101141926,15836,"Fortelius, O.","Bromelius, O.",0.94
5697,Garita,A.,,,,,,,"Garita, A.",165,https://herbarium.bgbm.org/object/B100542415,2273,"Garita, A.","Narita, S.",0.94
5793,Geiss,W.,,,,,,,"Geiss, W.",3,http://id.snsb.info/snsb/collection/17315/26094/17135,12921,"Geiss, W.","Geissert, F.",0.94
5812,Genes,E.,,,,,,,"Genes, E.",55,https://herbarium.bgbm.org/object/B100280868,13511,"Genes, E.","Genç, İ.",0.94
5817,Genta,J.,,,,,,,"Genta, J.",3,https://herbarium.bgbm.org/object/B100124159,6850,"Genta, J.","Gené, J.",0.94
5834,Georgieff,D.V.,,,,,,,"Georgieff, D.V.",51,https://herbarium.bgbm.org/object/B101249078,8496,"Georgieff, D.V.","Georgiev, S.",0.94
5950,Giles,G.M.J.,,,,,,,"Giles, G.M.J.",1,https://herbarium.bgbm.org/object/B100086008,17499,"Giles, G.M.J.","Giles, E.",0.94
5956,Gillardin,J.,,,,,,,"Gillardin, J.",1,https://herbarium.bgbm.org/object/B100165033,20145,"Gillardin, J.","Gilardi, G.",0.94
6036,Godart,H.,,,,,,,"Godart, H.",1,https://herbarium.bgbm.org/object/B100271265,14960,"Godart, H.","Goda, A.",0.94
6074,Golbek,A.K.,,,,,,,"Golbek, A.K.",2,http://id.snsb.info/snsb/collection/462720/563878/241560,11289,"Golbek, A.K.",Golberg,0.94
6433,Grundmann,,,,,,,,Grundmann,1,https://herbarium.bgbm.org/object/B100526446,12638,Grundmann,"Bandmann, S.",0.94
6451,Grünewald,,,,,,,,Grünewald,3,https://dr.jacq.org/DR002290,15143,Grünewald,"Groenewald, B.H.",0.94
6652,Götze,W.,,,,,,,"Götze, W.",2,https://herbarium.bgbm.org/object/B100160572,4930,"Götze, W.","Götz, M.",0.94
6716,Haertel,A.,,,,,,,"Haertel, A.",2,https://dr.jacq.org/DR031920,13105,"Haertel, A.","Martel, A.",0.94
7065,Haves,A.,,,,,,,"Haves, A.",4,https://herbarium.bgbm.org/object/B101206181,13096,"Haves, A.","Havet, A.",0.94
7081,Hayen,,,,,,,,Hayen,1,https://herbarium.bgbm.org/object/B100327586,15519,Hayen,"Hayes, J.",0.94
7162,Hein,S.M.A.,,,,,,,"Hein, S.M.A.",1,https://herbarium.bgbm.org/object/B100269178,15521,"Hein, S.M.A.","Hein, H.",0.94
7210,Hellmann,V.,,,,,,,"Hellmann, V.",3,https://dr.jacq.org/DR047778,17049,"Hellmann, V.","Schellmann, C.",0.94
7287,Hens,,,,,,,,Hens,1,https://herbarium.bgbm.org/object/B100168728,14737,Hens,"Hensen, V.",0.94
210,Hernandez,Lionel,,,,,,,"Hernandez, Lionel",1,http://id.snsb.info/snsb/collection/667485/726066/373720,330,"Hernandez, Lionel","Hernandez, Jose",0.94
7411,Herter,G.,,,,,,,"Herter, G.",9,https://herbarium.bgbm.org/object/B100359730,19006,"Herter, G.","Hertel, H.",0.94
7416,Herter,W.H.,,,,,,,"Herter, W.H.",1,https://herbarium.bgbm.org/object/B100244211,9454,"Herter, W.H.","Herter, W.G.F.",0.94
7421,Hervier,J.,,,,,,,"Hervier, J.",7,http://id.snsb.info/snsb/collection/23673/32451/23243,10711,"Hervier, J.","Hervier-Basson, G.M.J.",0.94
7537,Hilner,O.,,,,,,,"Hilner, O.",1,https://herbarium.bgbm.org/object/B100299374,3907,"Hilner, O.","Milner, A.",0.94
7578,Hirte,G.,,,,,,,"Hirte, G.",13,https://je.jacq.org/JE00028396,19638,"Hirte, G.","Hirth, A.",0.94
7755,Hombé,,,,,,,,Hombé,1,http://id.snsb.info/snsb/collection/19715/28494/19535,19248,Hombé,"Homberg, J.",0.94
8060,Hügel,C. A. A. von,,,,,,,"Hügel, C. A. A. von",3,http://id.snsb.info/snsb/collection/501616/622850/280406,3783,"Hügel, C. A. A. von","Hügel, C.v.",0.94
8077,Ibañez,D.,,,,,,,"Ibañez, D.",6,https://herbarium.bgbm.org/object/B100711201,16472,"Ibañez, D.","Esquerre-Ibañez, B.",0.94
8089,Ibáñes,A.,,,,,,,"Ibáñes, A.",3,https://herbarium.bgbm.org/object/B101042822,18390,"Ibáñes, A.","Ibáñez, A.",0.94
246,Jianwen,Zhang,,,,,,,"Jianwen, Zhang",63,https://herbarium.bgbm.org/object/B100517202,164,"Jianwen, Zhang","Shao, Jian Zhang",0.94
8441,Jiménez Munuera,F.P.,,,,,,,"Jiménez Munuera, F.P.",2,http://id.snsb.info/snsb/collection/665358/723726/371484,3284,"Jiménez Munuera, F.P.","Jiménez, M.M.",0.94
8457,Jishiba,Y.,,,,,,,"Jishiba, Y.",1,http://id.snsb.info/snsb/collection/474909/584677/256136,15569,"Jishiba, Y.","Mashiba, S.",0.94
8533,Josephus,R.P.,,,,,,,"Josephus, R.P.",1,https://je.jacq.org/JE00002091,8401,"Josephus, R.P.","Joseph, J.",0.94
8539,Jouvence,,,,,,,,Jouvence,1,https://herbarium.bgbm.org/object/B100057758,19541,Jouvence,"Jouvenaz, D.P.",0.94
8650,Kaessner,B.E.,,,,,,,"Kaessner, B.E.",3,https://herbarium.bgbm.org/object/B100190416,17973,"Kaessner, B.E.","Graessner, R.",0.94
8741,Kardam,J.,,,,,,,"Kardam, J.",1,https://herbarium.bgbm.org/object/B100847204,8457,"Kardam, J.","Adam, J.",0.94
8790,Kassim,N.,,,,,,,"Kassim, N.",3,https://herbarium.bgbm.org/object/B100191483,8952,"Kassim, N.","Kasim, D.",0.94
8914,Kerstan,,,,,,,,Kerstan,3,https://herbarium.bgbm.org/object/B100086013,18956,Kerstan,"Kersten, O.",0.94
8979,Kil,,,,,,,,Kil,1,https://herbarium.bgbm.org/object/B180016251,9994,Kil,"Kill, B.",0.94
9003,Kinder,,,,,,,,Kinder,1,https://herbarium.bgbm.org/object/B200009299,17466,Kinder,"Kindler, M.",0.94
9357,Kotzsch,H.,,,,,,,"Kotzsch, H.",1,https://je.jacq.org/JE00007276,11250,"Kotzsch, H.","Pernitzsch, H.",0.94
9493,Krischke,,,,,,,,Krischke,2,https://herbarium.bgbm.org/object/B100076249,13291,Krischke,"Zischke, J.A.",0.94
9518,Krook,,,,,,,,Krook,3,http://id.snsb.info/snsb/collection/16561/25340/16381,2618,Krook,"Crook, R.",0.94
9530,Krumbholz,,,,,,,,Krumbholz,39,https://herbarium.bgbm.org/object/B100847273,13284,Krumbholz,"Krombholz, J.V.v.",0.94
9765,Kühne,W.G.,,,,,,,"Kühne, W.G.",1,https://herbarium.bgbm.org/object/B180007077,18329,"Kühne, W.G.","Kühner, R.",0.94
10002,Lauria,F.,,,,,,,"Lauria, F.",8,http://id.snsb.info/snsb/collection/501684/622918/280474,15772,"Lauria, F.","Laurie, C.",0.94
10007,Laus-Olmütz,H.,,,,,,,"Laus-Olmütz, H.",2,https://herbarium.bgbm.org/object/B101104896,20077,"Laus-Olmütz, H.","Laus, H.",0.94
10150,Leippert,H.,,,,,,,"Leippert, H.",7,http://id.snsb.info/snsb/collection/17666/26445/17486,15495,"Leippert, H.","Leiper, G.",0.94
10226,Leppard,M.,,,,,,,"Leppard, M.",1,http://id.snsb.info/snsb/collection/195866/479941/177642,15107,"Leppard, M.","Sheppard, H.",0.94
10237,Leras,,,,,,,,Leras,1,https://je.jacq.org/JE00002631,972,Leras,"Leray, C.",0.94
10433,Lindholm,C.O.,,,,,,,"Lindholm, C.O.",1,https://dr.jacq.org/DR051192,4440,"Lindholm, C.O.","Lundholm, E.",0.94
10474,Lips,H.,,,,,,,"Lips, H.",5,https://herbarium.bgbm.org/object/B100247091,7994,"Lips, H.","Lipser, H.",0.94
10586,Long,L.W.,,,,,,,"Long, L.W.",2,https://dr.jacq.org/DR059390,12782,"Long, L.W.","Long, H.",0.94
10644,Lossen,W.,,,,,,,"Lossen, W.",1,http://id.snsb.info/snsb/collection/675535/736258/382289,17313,"Lossen, W.","Loss, G.",0.94
10736,Luiz López.,H.,,,,,,,"Luiz López., H.",1,http://id.snsb.info/snsb/collection/504557/625862/283518,18465,"Luiz López., H.","López, L.C.",0.94
10741,Lukasch,J.,,,,,,,"Lukasch, J.",1,https://herbarium.bgbm.org/object/B600034257,13873,"Lukasch, J.","Lukas, K.J.",0.94
10750,Lunacher,,,,,,,,Lunacher,1,https://herbarium.bgbm.org/object/B100076175,6324,Lunacher,"Luna, M.",0.94
10776,Luschnoth,,,,,,,,Luschnoth,1,https://herbarium.bgbm.org/object/B180009286,886,Luschnoth,"Luschnath, B.",0.94
10958,Madrigal Solano,M.,,,,,,,"Madrigal Solano, M.",2,https://herbarium.bgbm.org/object/B101143378,18696,"Madrigal Solano, M.","Madrigal-Sánchez, X.",0.94
11047,Malecka,J.,,,,,,,"Malecka, J.",2,https://je.jacq.org/JE00029569,19466,"Malecka, J.","Małecka, J.",0.94
11083,Mancell,R.,,,,,,,"Mancell, R.",2,https://herbarium.bgbm.org/object/B100485545II,2620,"Mancell, R.","Mansell, R.",0.94
11106,Manissadjian,,,,,,,,Manissadjian,30,https://herbarium.bgbm.org/object/B100144947,107,Manissadjian,"Haradjian, M.",0.94
11126,Manolon,E.,,,,,,,"Manolon, E.",1,https://dr.jacq.org/DR070416,878,"Manolon, E.",Manole,0.94
11161,Marciano,E.,,,,,,,"Marciano, E.",33,https://herbarium.bgbm.org/object/B100042326,11176,"Marciano, E.","Marcialis, E.",0.94
11317,Marupa,E.,,,,,,,"Marupa, E.",2,https://herbarium.bgbm.org/object/B100473516,2735,"Marupa, E.","Krupa, J.",0.94
332,Mayendorf,Gvon,,,,,,,"Mayendorf, Gvon",1,https://dr.jacq.org/DR047755,457,"Mayendorf, Gvon","Mayendorf, Gustav Niessl von",0.94
11628,Mello Barreto,H.L.,,,,,,,"Mello Barreto, H.L.",3,https://herbarium.bgbm.org/object/B100157397,6765,"Mello Barreto, H.L.","Barreto, H.L.d.M.",0.94
11658,Mendez,I.,,,,,,,"Mendez, I.",1,https://herbarium.bgbm.org/object/B200126279,902,"Mendez, I.","Fernández, I.Á.",0.94
11754,Meuron,,,,,,,,Meuron,2,https://herbarium.bgbm.org/object/BW20257010,9964,Meuron,"Meurs, A.",0.94
11756,Mevert,,,,,,,,Mevert,13,https://herbarium.bgbm.org/object/B180019649,13860,Mevert,"Meve, U.",0.94
11789,Meyerhoff,,,,,,,,Meyerhoff,4,https://herbarium.bgbm.org/object/B100244179,264,Meyerhoff,"Meyer, J.",0.94
11864,Milewa,,,,,,,,Milewa,1,https://dr.jacq.org/DR063959,10477,Milewa,"Milewska, J.",0.94
11906,Mirich,R.,,,,,,,"Mirich, R.",1,https://je.jacq.org/JE00013427,10281,"Mirich, R.","Mirick, N.",0.94
12081,Moraldo-Dottiet,L.,,,,,,,"Moraldo-Dottiet, L.",1,https://herbarium.bgbm.org/object/B101042699,11015,"Moraldo-Dottiet, L.","Moraldo, B.",0.94
12346,Mwangangi,O.M.,,,,,,,"Mwangangi, O.M.",1,https://herbarium.bgbm.org/object/B100003780,8174,"Mwangangi, O.M.","Mwanga, Z.",0.94
12363,Märter,F.J.,,,,,,,"Märter, F.J.",1,http://id.snsb.info/snsb/collection/488995/601231/270879,5671,"Märter, F.J.","Maerter, F.J.",0.94
12385,Möllinger,,,,,,,,Möllinger,1,https://dr.jacq.org/DR058004,3466,Möllinger,"Willinger, K.",0.94
12602,Nerseyan,A.,,,,,,,"Nerseyan, A.",49,https://herbarium.bgbm.org/object/B100506448,17356,"Nerseyan, A.","Nersesian, A.",0.94
12702,Niekerl,,,,,,,,Niekerl,1,https://herbarium.bgbm.org/object/B100461209,10267,Niekerl,"Niekerk, J.M.V.",0.94
13086,Orban,S.,,,,,,,"Orban, S.",2,https://je.jacq.org/JE04009436,18572,"Orban, S.","Orbán, S.",0.94
13164,Othmer,,,,,,,,Othmer,1,https://je.jacq.org/JE04001417,4730,Othmer,"Othman, R.N.A.",0.94
13247,Palkowa,A.,,,,,,,"Palkowa, A.",2,https://herbarium.bgbm.org/object/B100051063,20186,"Palkowa, A.","Kowalkowska, A.",0.94
13306,Pantoczek,J.,,,,,,,"Pantoczek, J.",1,https://herbarium.bgbm.org/object/B100384561,1814,"Pantoczek, J.","Pantocsek, J.",0.94
13432,Paulay,S.,,,,,,,"Paulay, S.",1,http://id.snsb.info/snsb/collection/471261/580494/252345,8781,"Paulay, S.","Clay, S.",0.94
13472,Pawlowski,A.,,,,,,,"Pawlowski, A.",1,https://herbarium.bgbm.org/object/B100461518,1161,"Pawlowski, A.","Pawłowski, B.",0.94
13839,Pina Gata,F.,,,,,,,"Pina Gata, F.",5,https://herbarium.bgbm.org/object/B100417270,794,"Pina Gata, F.","Pina, F.J.",0.94
13889,Pittardi,,,,,,,,Pittardi,1,https://dr.jacq.org/DR051313,2996,Pittardi,"Gottardi, M.",0.94
13978,Poig,,,,,,,,Poig,1,https://herbarium.bgbm.org/object/B180011439,14968,Poig,"Poignant, A.",0.94
13993,Polak,,,,,,,,Polak,1,https://herbarium.bgbm.org/object/B100279109,6786,Polak,"Kolařík, M.",0.94
14153,Prazer,J.C.,,,,,,,"Prazer, J.C.",1,http://id.snsb.info/snsb/collection/645773/700833/351423,1702,"Prazer, J.C.","Prager, J.C.",0.94
14345,Pöppig,E.,,,,,,,"Pöppig, E.",3,https://herbarium.bgbm.org/object/B200007765,16511,"Pöppig, E.","Poeppig, E.F.",0.94
14439,Rabitsch,K.,,,,,,,"Rabitsch, K.",8,https://dr.jacq.org/DR065978,1005,"Rabitsch, K.","Fritsch, K.",0.94
14729,Reillo,J.,,,,,,,"Reillo, J.",13,http://id.snsb.info/snsb/collection/645903/700963/351553,9910,"Reillo, J.","Reilly, J.",0.94
14730,Reim,,,,,,,,Reim,1,https://herbarium.bgbm.org/object/B180012731,1501,Reim,"Reimann, E.",0.94
14804,Ressmann,D.F.,,,,,,,"Ressmann, D.F.",1,https://herbarium.bgbm.org/object/B100842215,5358,"Ressmann, D.F.","Tessmann, D.J.",0.94
14834,Revelière,E.,,,,,,,"Revelière, E.",7,https://herbarium.bgbm.org/object/B100384626,10793,"Revelière, E.","Revel, J.",0.94
14835,Revelliere,E.,,,,,,,"Revelliere, E.",1,https://herbarium.bgbm.org/object/B200107658b,5393,"Revelliere, E.","Revel, J.",0.94
14848,Reyna,M.L.,,,,,,,"Reyna, M.L.",4,https://herbarium.bgbm.org/object/B100039451,9703,"Reyna, M.L.","Reynaud, A.",0.94
15083,Rodol,,,,,,,,Rodol,4,https://herbarium.bgbm.org/object/B100003606,8122,Rodol,"Środoń, A.",0.94
15086,Rodri,A.,,,,,,,"Rodri, A.",1,https://herbarium.bgbm.org/object/B101144483,9604,"Rodri, A.","Rodrigues, A.",0.94
15196,Rollet,B.,,,,,,,"Rollet, B.",1,https://herbarium.bgbm.org/object/BGT0003826,580,"Rollet, B.","Rolle, H.",0.94
15343,Rottensteiner,M.,,,,,,,"Rottensteiner, M.",16,https://herbarium.bgbm.org/object/B101139615,12717,"Rottensteiner, M.","Steiner, M.",0.94
15416,Ruhle,G.C.,,,,,,,"Ruhle, G.C.",1,https://herbarium.bgbm.org/object/B100278291,12662,"Ruhle, G.C.","Ruhl, D.",0.94
15463,Rusch,E.J.,,,,,,,"Rusch, E.J.",7,http://id.snsb.info/snsb/collection/686237/749722/393174,18036,"Rusch, E.J.","Ruschi, A.",0.94
15464,Rusch,Ej,,,,,,,"Rusch, Ej",3,http://id.snsb.info/snsb/collection/17785/26564/17605,5809,"Rusch, Ej","Ruschi, A.",0.94
15535,Römer,L. S. A. M. von,,,,,,,"Römer, L. S. A. M. von",2,http://id.snsb.info/snsb/collection/652213/708928/357881,2562,"Römer, L. S. A. M. von",Römer,0.94
15637,Salicetti,E.,,,,,,,"Salicetti, E.",9,https://herbarium.bgbm.org/object/B101112231,10484,"Salicetti, E.","Salvetti, E.",0.94
15728,Sanio,C.G.,,,,,,,"Sanio, C.G.",2,https://je.jacq.org/JE04009073,6411,"Sanio, C.G.","Sanio, K.G.",0.94
15831,Savabi,,,,,,,,Savabi,1,http://id.snsb.info/snsb/collection/468938/575241/247890,896,Savabi,"Sava, R.",0.94
15847,Sañudo,,,,,,,,Sañudo,3,https://herbarium.bgbm.org/object/B100053230,16180,Sañudo,"Baudo, F.",0.94
15982,Schiffmann,M.,,,,,,,"Schiffmann, M.",1,https://herbarium.bgbm.org/object/B200127957b,15514,"Schiffmann, M.","Kiffmann, R.",0.94
16370,Schur,F.,,,,,,,"Schur, F.",1,https://herbarium.bgbm.org/object/B100365307,7884,"Schur, F.","Schur, P.J.F.",0.94
16372,Schur,S.,,,,,,,"Schur, S.",1,https://herbarium.bgbm.org/object/B100263471,19818,"Schur, S.","Schur, P.J.F.",0.94
16483,Schöpf,J.D.,,,,,,,"Schöpf, J.D.",3,http://id.snsb.info/snsb/collection/463551/564890/242398,5864,"Schöpf, J.D.","Schöpfel, H.",0.94
16907,Sitnikov,A.P.,,,,,,,"Sitnikov, A.P.",1,https://herbarium.bgbm.org/object/B100847063,2661,"Sitnikov, A.P.","Shennikov, A.P.",0.94
17286,Stairs,,,,,,,,Stairs,1,https://herbarium.bgbm.org/object/B200058467b,4569,Stairs,"Stair, L.D.",0.94
17533,Strauß,T.,,,,,,,"Strauß, T.",5,https://je.jacq.org/JE00013321,14670,"Strauß, T.","Straus, A.",0.94
17899,Tayler,D.D.,,,,,,,"Tayler, D.D.",1,https://herbarium.bgbm.org/object/B100157485,16203,"Tayler, D.D.","Miller, D.D.",0.94
17924,Tegel,F.,,,,,,,"Tegel, F.",1,https://herbarium.bgbm.org/object/B101228831,18684,"Tegel, F.","Engel, F.",0.94
18196,Tolf,K. Robert,,,,,,,"Tolf, K. Robert",1,https://je.jacq.org/JE04005468,1454,"Tolf, K. Robert","Robert, M.",0.94
18205,Tomassini,,,,,,,,Tomassini,2,https://dr.jacq.org/DR048311,158,Tomassini,"Passini, M.",0.94
18304,Treitas,L.C.,,,,,,,"Treitas, L.C.",1,https://herbarium.bgbm.org/object/B100293603,10774,"Treitas, L.C.","Freitas, J.",0.94
18392,Tsugaru,S.,,,,,,,"Tsugaru, S.",2,https://herbarium.bgbm.org/object/BGT0003833,10420,"Tsugaru, S.","Tsuru, S.",0.94
18440,Twardowska,M.,,,,,,,"Twardowska, M.",1,https://herbarium.bgbm.org/object/B100293988,11299,"Twardowska, M.","Skłodowska, M.",0.94
18578,Urville,D.',,,,,,,"Urville, D.'",1,https://herbarium.bgbm.org/object/B100088311,3604,"Urville, D.'","Ferville, A.",0.94
18691,Vassilczenko,I.T.,,,,,,,"Vassilczenko, I.T.",1,https://herbarium.bgbm.org/object/B101142388,328,"Vassilczenko, I.T.","Vasilchenko, I.",0.94
18978,Voike,,,,,,,,Voike,1,https://dr.jacq.org/DR011289,2089,Voike,"Koike, T.",0.94
19193,Wankow,J.W.,,,,,,,"Wankow, J.W.",2,https://dr.jacq.org/DR074054,12318,"Wankow, J.W.","Wankow, I.W.",0.94
19213,Warnecke,,,,,,,,Warnecke,1,https://dr.jacq.org/DR058631,9292,Warnecke,"Warner, R.",0.94
19252,Wawra,H.,,,,,,,"Wawra, H.",8,http://id.snsb.info/snsb/collection/16090/24833/15910,7634,"Wawra, H.","Wawrik, F.",0.94
19281,Weck,A.,,,,,,,"Weck, A.",1,https://herbarium.bgbm.org/object/B100197699,1535,"Weck, A.","Beck, A.",0.94
19428,Werrenstein,,,,,,,,Werrenstein,1,https://herbarium.bgbm.org/object/B100365972,10059,Werrenstein,"Horenstein, E.A.",0.94
19524,Wielewsky,,,,,,,,Wielewsky,1,https://herbarium.bgbm.org/object/B200129717,12084,Wielewsky,"Bilewsky, H.",0.94
19549,Wiesniewski,N.,,,,,,,"Wiesniewski, N.",1,https://herbarium.bgbm.org/object/B700010239,9059,"Wiesniewski, N.","Wiśniewski, P.",0.94
19716,Wisniewski,N.,,,,,,,"Wisniewski, N.",2,https://herbarium.bgbm.org/object/B101167367,15156,"Wisniewski, N.","Wiśniewski, P.",0.94
19785,Wolsey,L.,,,,,,,"Wolsey, L.",1,https://herbarium.bgbm.org/object/B200107592b,4496,"Wolsey, L.","Wolseley, P.A.",0.94
20002,Zange,R.,,,,,,,"Zange, R.",1,https://herbarium.bgbm.org/object/B100003598,11950,"Zange, R.","Zang, M.",0.94
20111,Zick,A.,,,,,,,"Zick, A.",7,https://dr.jacq.org/DR058488,986,"Zick, A.","Zickler, H.",0.94
20245,Örneberg,B.,,,,,,,"Örneberg, B.",1,https://herbarium.bgbm.org/object/B100086253,10666,"Örneberg, B.","Lindeberg, B.",0.94
6,Abbasju,M.,,,,,,,"Abbasju, M.",1,https://herbarium.bgbm.org/object/B600197578,17065,"Abbasju, M.","Abbas, A.",0.95
101,Affeld,,,,,,,,Affeld,2,https://herbarium.bgbm.org/object/B180003126,13949,Affeld,"Afferni, M.",0.95
128,Aguilera,M.D.,,,,,,,"Aguilera, M.D.",2,https://herbarium.bgbm.org/object/B100076588,12321,"Aguilera, M.D.","Aguilella, A.",0.95
148,Ahtarov,B.,,,,,,,"Ahtarov, B.",2,https://dr.jacq.org/DR057251,8843,"Ahtarov, B.","Achtarov, B.T.",0.95
201,Alamillo,J.M.,,,,,,,"Alamillo, J.M.",2,http://id.snsb.info/snsb/collection/458853/559552/237702,5609,"Alamillo, J.M.","Jaramillo, J.",0.95
204,Alas,C.,,,,,,,"Alas, C.",1,https://herbarium.bgbm.org/object/B101247497,18949,"Alas, C.","Čalasan, A.Ž.",0.95
217,Albertis,L.M.d',,,,,,,"Albertis, L.M.d'",6,https://herbarium.bgbm.org/object/B100365081,10631,"Albertis, L.M.d'","Alberti, A.",0.95
